0.39320433	0.16907881	0.73494637	0.7314894	0.04568681	0.5536564	0.571166	0.3506964	0.51632315	0.28273088	0.505236	0.62064123	0.33238482	0.2148359	0.6063551	0.4542479	0.47081798	0.38399586	0.33274624	0.7997837	0.27150106	0.26116717	0.15794583	0.53559107
0.22892174	0.24213132	0.5985644	0.49276438	0.32426766	0.45820862	0.4612637	0.19805175	0.76855505	0.26380754	0.99999994	0.42618108	0.6695775	0.22704996	0.45202172	0.4405489	0.61351466	0.43038562	0.43864006	0.8291298	0.049984455	0.21351315	0.19702847	0.42986375
0.44026932	0.13557723	0.82258487	0.73774993	0.016682267	0.49408573	0.613476	0.30916885	0.5246199	0.27798492	0.70412624	0.45642865	0.41168076	0.091281235	0.39436176	0.5598731	0.5825002	0.26490813	0.48347846	0.7438067	0.20890895	0.2944845	0.13249287	0.5517109
0.42771944	0.17953554	0.70604074	0.7385349	5.662441e-07	0.6625027	0.5595083	0.487729	0.47279155	0.22022271	0.45653942	0.62011445	0.49613017	0.16059037	0.589377	0.42330572	0.37999225	0.32023734	0.042736888	0.8198109	0.15269086	0.5644045	0.157914	0.43872812
0.20846629	0.2523358	0.593485	0.2787006	0.5075678	0.37903154	0.5042397	0.5070745	0.6255893	0.20127898	0.88586676	0.41033843	0.3982746	0.31199005	0.3847645	0.3045427	0.10036957	0.45110655	0.39509073	0.47878134	0.48839778	0.7028594	0.7472241	0.2605762
0.1515196	0.32549703	0.5714505	0.15338612	0.68782324	0.34919697	0.60096014	0.7118971	0.66293615	0.92361665	0.4562417	0.680619	0.48860452	0.12279205	0.26475054	0.1507912	0.66112757	0.49988648	0.46334878	0.58191615	0.23037307	0.10367954	0.50240016	0.5219492
0.16333815	0.30966586	0.6107918	0.20955783	0.626158	0.3375054	0.6656644	0.6677583	0.79919374	0.7331903	0.45744556	0.76260996	0.40647286	0.12018673	0.35677028	0.1555196	0.47167686	0.65146387	0.4699195	0.70529056	0.17986408	0.12703478	0.54659116	0.3337851
0.21479699	0.30851984	0.69596285	0.20609927	0.6360514	0.32990223	0.69552577	0.55918324	0.6561208	1.0000004	0.33189654	0.5010295	0.5036067	0.0003938079	0.28608862	0.18342885	0.8467381	0.3797888	0.31764436	0.39709875	0.2811408	0.3512656	0.379558	0.361837
0.24133018	0.2967828	0.7159898	0.25226852	0.59413356	0.32365224	0.70540714	0.1988925	0.45306632	0.75026345	0.6695725	0.059906334	0.6204374	0.431854	0.44215044	0.31223354	0.93231976	0.4076161	0.16547093	0.44623283	0.6009951	1.000001	0.13080905	0.63721985
0.2791106	0.24985084	0.75281596	0.32223454	0.40972298	0.33833104	0.6138604	0.34157568	0.25244674	0.16789986	0.8002037	0.20367524	0.51484185	0.46428233	0.5448471	0.13988079	0.6286688	0.5068775	0.41414863	0.4209725	0.5965114	0.62119776	0.40779483	0.69787157
