Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
ADORA1	-	-	Not-coupled	-	Adenosine receptors	classA	0.07541812747907362	-0.056573571559495994	0.245085382473494	0.014030232784795418	-0.11102031148390903	-0.12579569608996377	-0.11099817531895378	0.24948768292121373	-0.0634031161235469	-0.08982037107071114	-0.03382970991512201	0.10817340335458886	0.14010030655116779	-0.25313748109060535	-0.3973845056524002	0.5191236071100065	0.1581548324488073	-0.020198534375510124	-0.17381716476871287	0.04425768377644695
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	0.1564504380090716	-0.1127436001517171	-0.008142632618726647	0.3137424425967462	0.12912359771838122	-0.2196260850528208	-0.2121490686003914	0.19850502083082683	0.12362742281372766	0.027829391559431718	-0.025895161813277126	0.2647310956271989	-0.026425358503910798	-0.38113851050548714	-0.3592797739743647	0.2038021881485944	0.320025090379961	0.01148875365175836	-0.40567293273928606	0.09473825219663777
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	0.027024885245189437	-0.062132996414595375	0.03304618092258982	0.3622181782227477	0.10274332493685497	-0.08092094261684409	-0.227864165455016	-0.07718420594897961	0.033338364893890256	-0.03500263959584799	0.1658840537926781	0.25022367170884624	0.047426355428964624	-0.23678214278413912	-0.4012452113178244	-0.06464546697833728	0.2774333767930217	0.10665482652820221	-0.4050933709228887	0.3684884558649496
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	0.13966758865440967	-0.07029598916630658	0.29109181154140323	-0.09561710828207284	-0.05277472589927608	-0.07926371204933252	-0.3079896473342504	-0.3564408843945184	-0.08381466151464512	0.07680210056803713	0.050726386051144996	-0.08214440626991426	-0.06719892774133661	-0.18247064444724131	0.06462366793568815	0.4030667546410307	-0.035086043716818935	-0.04398199115613702	-0.049537807988039674	-0.1223783356579539
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.18658810106793552	-0.037972754275383665	0.34887153421359607	-0.099960163080583	-0.282036716922168	-0.2545668789334563	0.4644872213617052	0.06458216430688736	-0.2417583136970538	-0.08574439357294776	0.12267175333539289	-0.06398149221993922	-0.21517400903758152	0.14997207791108558	-0.033235400574611156	-0.23570198337198492	0.1319440488458054	-0.04731521842640541	-0.10095837233530602	-0.2885590727656916
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.20985389854316155	-0.049721307972343615	0.3132754005250069	-0.14674024961748638	-0.2211450546115372	-0.2698982551030603	0.2103372531590393	-0.054112933629376234	-0.18795148139702042	-0.133353742041858	0.05206006190585644	-0.15694691265735605	-0.22033465195687335	0.12389268044706532	-0.26582865566725555	-0.27615578322612566	-0.059965984276496555	-0.06800398918312968	-0.14788123435123413	-0.22204879986789738
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	0.2846707778208141	-0.05348888584462695	0.27388157616600634	0.03788078041470947	-0.2839481032029521	-0.15731919681298426	0.6171517859274765	0.2580182038339232	-0.23852889012744602	0.09478013323521273	-0.00012355082615752636	0.07602212239928642	-0.24966229301633278	0.1042674543793855	0.01105931578677502	-0.24846457831271335	0.15158694237597958	-0.05269949226887263	-0.1826805993015786	-0.28188979570421446
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.30515492644465625	-0.039015782137636394	0.2577266814659056	0.07485253206014314	-0.1365801016519504	-0.004281757217353563	0.5046173673645201	0.3829010312153172	-0.10945266385333216	0.2519678736233087	-0.301376370762778	0.01127289633103866	-0.19771618168241317	0.011887776061035646	0.07994480606711933	0.34368640430410013	0.3254081048830441	-0.028110332757159778	0.06315382310581343	0.04417501468006928
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	0.2917183378853768	-0.07360505670384387	0.20022487629002006	0.16238087394039377	-0.2619860274721348	0.1422225031209906	-0.1671574542534825	0.12381911897108512	0.034081530602175183	0.12635266197128933	-0.16733678225293167	-0.054514687442041916	-0.1544390840788427	0.07068054119520213	0.03480052473502533	0.4098896836372143	0.18303151717646549	-0.05870157641031228	0.006978055327732908	0.14530311163597018
ADRB2	-	-	Coupled	Not-coupled	Adrenoceptors	classA	-0.009018572930750727	-0.17956272273778695	-0.3311719189766847	-0.028423963507041922	0.08637452909195531	0.16190737208833944	-0.1466131871810589	-0.0360383456107922	0.04588824111989278	0.15085041301305743	0.18408516703418523	-0.07539113790400839	0.04121243242235369	-0.09300854125292515	-0.06800161292230504	-0.010500301369962278	-0.06342094954454044	-0.08570510272969176	-0.07309896724588218	0.0008570175517292007
