Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
ADORA1	-	-	Not-coupled	-	Adenosine receptors	classA	0.1658849679070539	-0.009789691967669177	-0.12769971174248326	-0.10074371639020722	0.2111955382890598	-0.19306800875016314	0.2961376898729171	-0.23908685739768032	0.0474229207766427	0.059321888091400675	0.16842783732640138	-0.2218306836937037	-0.10330781052944372	0.14337205256096006	0.266031118801666	-0.03639286080372473	-0.016138821131928195	0.05183139227714429	0.055777047498461636	0.12711042510520257	-0.20832435466607316	0.0502055083422317	-0.007323036309847308	-0.14806437532853742	0.2171739404756055	0.12432361368955883	0.45517370988053973	0.21493778331963348	0.012387934387822428	-0.24228691288085497	0.02624906414402687	-0.018837558688633432	0.17658948279716669	-0.15327114863184652	-0.3765153321837176
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.06642733546052512	-0.05865918181757417	-0.05459630452493509	-0.1966814376592617	-0.3557024430225675	0.15030079033387	0.1066165430664743	-0.06586835306964092	-0.09158503860408865	0.013050311665158494	0.10156966264621196	-0.26209244174287116	-0.13866602771556563	0.1205057539820972	0.4481127775129083	-0.18141229314263901	0.06373660883684137	0.3174877045021634	-0.2031269310297645	-0.07352775292097327	-0.08681590391773897	-0.08755145495246322	0.02219730128410106	-0.0656028921124188	0.16269530561006534	0.12792401214591884	0.26565432821817236	-0.12436748844814931	-0.01626463675808676	0.08538747740810672	0.14473556440891738	0.082819608648246	0.09911520169551068	0.008620015888806539	-0.29223301941568985
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.21203059689672973	-0.1989716255239971	0.12493670229704615	-0.0335691723546422	-0.2120872009903245	-0.18846854024888834	0.03783564238699714	-0.458108868572342	-0.08818405667885373	-0.19075302318782414	0.09659413526912007	-0.0889028462440503	0.004563350829455821	-0.23890531590430944	0.11760510839740702	0.3402060875070793	0.06401087803983568	0.06420003855962843	-0.12331596060981738	0.2507014367246674	0.0010644741871389184	-0.15385814623350472	-0.26445584503772424	-0.00854554114584245	0.009918645389332017	-0.2405528607315805	0.26481893534100853	0.08168086089354365	-0.11083313792160976	0.039942886442946086	-0.20711880195210156	0.10072465227731858	0.008219603117738316	0.17953626267774578	0.057025057700806354
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	0.2590372318086051	-0.07248922517989385	-0.08432250699861658	0.36765736921178505	-0.3929971892639751	0.11974294550344666	-0.0051933885971198294	-0.30366420384045645	-0.07222084789572941	-0.2625395252203544	0.2224318916833501	-0.03838291459879116	-0.3505201875463382	0.5615941140033188	-0.021384730929153276	-0.11705681630722772	0.21244315327862356	-0.005181727990196697	0.38003403943310127	0.09941630043116467	-0.1817999620383709	-0.026165728312833057	0.035718270119446185	-0.17160449320209775	0.05001259227533709	-0.023338290160653127	-0.1589040418708614	0.3224281344274106	0.1330024449065332	-0.09912304029858676	0.1924637588165875	-0.024556636583828076	0.15498876476308932	-0.04612291571022652	-0.11092390155660986
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.6689135160754525	-0.36287607881520956	-0.1703928946587534	0.2475580326694822	0.16884009136806025	0.08659355995204027	-0.1761638638910894	-0.45522481608131676	-0.08923529080575493	0.17295611472714073	-0.18261606119998913	0.26124138124560903	-0.34209368470324947	-0.3643244888992768	0.12641792114654762	-0.09889815924280647	-0.19862498858191036	0.33797744960886966	-0.065594115296498	0.2163818183841308	0.09689657810961562	0.3178866856601524	0.19849618701668206	0.14454331149625285	0.05247703583269589	0.09533911072516159	0.22554275853108857	-0.1832587282563334	0.2253319030601778	-0.10260800561371292	-0.2091724974881582	-0.208649542130537	-0.031760077591876046	-0.027338592833327086	0.0857036084031727
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.5793580655570362	-0.30075573971966535	-0.28271645436430415	0.3167521049689128	-0.18357261402373423	0.24711941379705574	-0.07976855676079288	-0.30793807405667994	-0.06370879844515075	0.24617709542123897	-0.12131039881937276	0.05611414021826575	-0.3079098597379864	-0.18404059806673012	-0.058028908454646366	0.20070695154677115	-0.29729450526553297	-0.078418751565107	-0.08218009256046445	0.20296276000503174	0.038235354389982226	0.3260235517435372	0.21728105173474538	-0.05764343072045451	0.03512218566360386	0.05286982698104779	0.03439843395407168	-0.07283170829147778	0.11314869789293988	0.11409410361298138	0.10462915185772514	-0.18343225493473664	0.034068138559086705	0.01155443717788019	0.061400972389456125
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	0.6085503880691371	-0.48348796251729853	0.04384403042374929	0.055819902000676186	-0.04497928781098353	-0.21695025042049954	-0.0723269067886542	-0.2921966213305017	-0.08767561061360135	-0.40866551146010854	0.07897719112811177	-0.1498233394360285	0.2505434631995423	-0.3825641615968145	0.06993537720860424	0.12365803525568876	-0.3770172883736988	0.18845195150899485	-0.40920566252000323	0.027726196426464574	0.0898334948963382	0.11275433663980719	0.24905348152529136	0.2845338491012932	-0.29491304193064233	-0.15624794252982496	-0.21376278563215909	0.11360359770371435	-0.13489958751765954	-0.12388506746375999	-0.1282792735266589	-0.12602499392718305	-0.006948912903608469	-0.14664999904963144	0.0207464235096634
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.3699426648706184	-0.19847373006417696	0.36431263021337507	-0.3806038805849081	0.04265916227170322	-0.04812052723917553	-0.13921628104248177	0.24371711266284102	-0.08998499349425411	-0.022657958343940156	0.18389114466487735	0.15326714733021743	0.3607054723357473	0.3382939842229729	0.12287407056819805	0.5264026231355329	-0.39737831854545025	0.26861191885316754	0.2684516284968556	-0.15076155685063058	0.03332266578116345	0.18097029635534181	-0.06827595634232496	0.111385624748694	-0.1574929016272154	0.05530386757331475	-0.17215085487156903	-0.3849446490415387	-0.4090123321691517	-0.330078522111936	-0.048053421533045496	-0.034276076542488806	-0.17279088915891433	0.08259587964965302	-0.16487944657612622
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	0.19105175336345392	-0.4003166632510432	-0.06663874579959986	-0.37466776428813825	0.20677485559342082	-0.1816376088970703	0.043124708373013	0.3912326880309305	-0.047398554255908464	-0.03647359441012091	0.3353881375754804	0.014859315295596672	-0.005105768221318519	0.06356078227139231	0.296713715556634	-0.17161662904653235	-0.1909901932436486	0.01218980737966981	0.17189860748246538	0.19753442613472352	-0.0041296449177353305	-0.1918646117814019	0.1263607243195008	-0.06829586857772033	0.12516762767951176	0.023965598228302607	0.1402369573498611	-0.2654834406951549	-0.024019598382888155	0.004055216798611071	-0.16307609808868181	-0.016375535994555115	-0.050294946110981696	0.0851412434985742	-0.1745543247005723
ADRB2	-	-	Coupled	Not-coupled	Adrenoceptors	classA	-0.17449362949710762	-0.009052052214085055	0.04997112740801423	-0.08263238688077679	0.04878863964285521	-0.025341621620997495	0.054958299726127605	-0.22008652056623748	-0.2353879665090479	-0.020547703204094055	0.1143421667953046	-0.02807787554076864	-0.07512604709883317	0.16792384404662258	-0.08161988876713341	0.033831569772631964	-0.14730515972931013	-0.16863322468202294	-0.05653084591024211	0.06159775827062845	0.063566799874359	-0.06540612276351443	-0.35387930321479616	0.08799755047390259	-0.2600083965665481	-0.10371547451446182	0.036398130817163234	-0.09471465742614456	0.09136763753249444	-0.045169323558799136	0.13170658848110428	0.09499273595215535	-0.07079215788128806	0.10302168237550348	-0.09197212173089739
