Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51
ADORA1	-	-	Coupled	-	Adenosine receptors	classA	-0.13217107573640421	0.013669771217521224	-0.30605107582294455	-0.164739651125335	0.08009333125028219	-0.19191941369097357	0.32103392882927456	0.029054256686353547	0.3211692325079076	0.2997340307448629	0.009952182398878524	-0.021875599119873034	0.09865415473627372	8.070841514514885e-05	0.07110083674967337	-0.19089347582948962	-0.10867359290289327	0.1506734834791836	0.004518122620174239	-0.22260731934206174	-0.3533210134691388	-0.07858523556782424	0.10857687793379736	-0.15185698070418382	-0.2980705100469233	0.25862538160194054	0.1359978595842709	0.066645173919729	-0.14024276737098904	-0.027337178459924887	-0.15227798886403157	-0.17252951187459467	0.3541214189103338	0.07677488958749763	-0.005991357113381903	0.004169012244574992	-0.01292678343728555	-0.017655956404216286	0.5172199945954699	-0.05409890897889587	0.1999744788354152	-0.011421819141899416	-0.03486570143246366	0.16173038906956613	0.12454170402257306	0.23635182417009357	0.17731519692189282	0.063183610253737	0.3934653295810309	-0.005418197164142289	0.05363846315807532
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	0.233257797915161	-0.06139753751019361	-0.00935380576645647	-0.16875440192297023	0.03135836580543771	0.07486932217492942	-0.0038103558158957386	-0.048059583338448016	0.18975620750781177	0.05540086655780991	0.06647975594907937	0.31974871159726176	0.16108283001336418	-0.15386215664430217	-0.10739572186785264	-0.28657906796813243	-0.10518673637549364	-0.05807268617931309	-0.14613128709374515	-0.1292647319283276	-0.4980597758449092	0.06931478885120972	-0.30562640112610256	0.06825733665226558	-0.03728496254923499	-0.1652132625241591	0.060537719606688946	-0.19243706286623993	0.22030125904787642	-0.09742630927118504	0.017047938035327982	-0.2797821276435044	-0.25293642183769244	-0.18470810820706393	-0.08258146741557774	0.04260659810577892	0.06781042401880913	-0.213491792727674	0.39243823976981396	0.003536583669731524	0.017210494724367663	0.06595673678809927	-0.07577340196919762	0.006545314696918369	0.05954784095863189	-0.14814451734098785	0.09686257304604547	0.1317256370197462	0.23597187870611028	0.5062908011953063	0.15364447019871544
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.10761055339155652	-0.0179940741785009	-0.19186097789556403	-0.2004177254819862	-0.38181270546257723	0.012594424937607868	0.13244810494689713	-0.295198934643531	0.4715666505893272	0.126041772969069	0.10627185108907886	0.36910563709479216	0.09824361985492064	-0.018358933283879202	0.30721658712322203	-0.3355548575271979	0.11825918811576804	0.038296831244089176	0.4164761778771585	0.1391984901528493	0.18281718473445627	0.08973942066372058	0.2591263817970014	-0.17838414020734628	0.1666628723781095	0.094294647486563	0.25087068846196153	0.12920774311204516	-0.17583879357455276	0.1337082868231003	-0.04443243416797959	-0.19259483260392032	-0.019783229765922335	0.35178218349637014	-0.02461966841988802	-0.22561836750714462	0.1261866614855356	-0.13105005266392067	0.27528982572702104	0.01494491833507744	-0.20023425346029108	0.31170546579051417	-0.1344740572204043	-0.030896087445459738	-0.15818189539999764	-0.24500205327693012	-0.2725829553395135	-0.006311521188116727	-0.08057302620726635	0.015447209050785919	0.15397472229817008
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	0.4688833808908778	-0.1604989471035275	-0.12922604887939992	-0.09560819912273079	0.12562921930794013	-0.11780562641112224	-0.0706928730921303	0.2677574381105561	0.12277597935497833	-0.39641538210222654	0.029571133585950815	0.357983769012757	-0.23483594037884448	-0.03188619942148967	-0.25111907009448964	-0.03472882062787875	-0.07994189959739469	-0.008968731433980248	-0.02925271829720472	0.3490320829325291	-0.1822264595030315	-0.16185606320550414	0.24544420710085793	0.07881855030091453	-0.2857172377078097	-0.11639538708392039	0.41214039373869327	-0.113961056996334	-0.3772612067787045	0.16221830700986123	0.18635062805573124	-0.07436030288281925	-0.016953271895892727	0.04125042097687052	-0.21058205032980226	0.04951944053582614	0.16762464350374137	-0.03187339211238424	-0.12267307720454419	0.3633830705551438	0.0496901360361003	0.3775540335624029	0.15745957553968062	0.018347433837598213	-0.11107726526376488	-0.04795271428766487	0.1740379283211778	-0.08915316721216207	0.15461653892341073	-0.4066467826331932	-0.061626730289420534
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	-0.3986535096313341	0.3990698241439159	-0.06613219476005486	0.4455524292965175	-0.2989940515578493	0.025184977167071125	0.5014718453744184	0.3263712355898559	-0.11926964881671841	-0.10942808389474794	0.2456883151777408	0.12617928919303778	0.4705184163924883	0.17005696137495674	-0.3162273959361487	0.22190223115297822	0.03787953996050384	0.13923199342180242	-0.002147369649888205	-0.020677557250837156	0.17629796710063494	-0.4997372356881258	0.04338476916228274	0.011294069081861549	0.026884337234432183	-0.2215166865973196	-0.009976347094952301	0.20683126313400768	0.010674518221981087	-0.11997132166855388	0.26412840881213573	-0.14629500127792344	-0.07600897624212381	-0.1814354706555819	-0.020702955697549225	-0.3781657434688231	-0.31441469638679115	0.010667781550802393	0.23313512385177554	0.25054837603362806	-0.10177942219216944	-0.06949353795906744	0.11621587152123895	0.1640646176152483	-0.10613836989181075	-0.2581908115195426	-0.1372610895719345	0.003372334442326169	0.12163264019049207	0.003903086110685937	0.06332569813275218
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.2130781522028737	0.341739135872485	-0.08077786389612672	0.24529878409034278	-0.03764468897865375	0.4407780678022974	0.23050977256308858	0.25397154284658074	-0.16489128962653282	0.5721413933299253	-0.08017654300686892	-0.4014108290809813	0.14276498725356196	-0.15751305147116146	0.26384291016571404	-0.15214936147614969	-0.20375974458484336	-0.37134917991074096	-0.12733332041765044	0.2259546748930044	-0.008760640820486004	-0.4653860842296608	-0.13187195060123832	0.01846681931543862	0.11211121947934502	-0.3054775138576605	-0.05625833581237319	-0.2727149509494767	-0.36169300041697156	0.05126357276628083	-0.052347256178467784	-0.36607125313343825	-0.20628546465309675	-0.07840961966182351	0.13614649970611836	-0.09909927135658964	-0.2520378362163947	-0.046285326994434536	0.2032602087100422	0.2587539905623755	0.2768974841810357	-0.1697650380632363	0.19387882548426558	0.23800232879372565	-0.09721597752498719	0.11573082826300692	-0.08859886186232191	0.13034516456141382	-0.17538267070254965	-0.29575229644565504	-0.1685584891699458
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	-0.005778732089275896	-0.2292206610395096	-0.07122122228909636	0.5355000890553521	-0.11962685354351404	0.08005885519295376	0.5978178304555981	0.07117557116822837	0.0908718126863895	-0.36931370191484175	0.21985022187508968	-0.2925956696403905	0.3358122818586751	0.0773849953007545	-0.1921943295870755	-0.0867616471643699	0.20676888918089245	0.29499855379993023	0.1775027201910138	0.21118067898578266	-0.04261528634653585	0.053366195986458496	-0.1042709818743398	0.7455219127076322	0.03437964219657284	0.06563498820627515	-0.12181282378609383	0.19865351767782916	0.28755859897959285	-0.04785768925725061	0.15176849116362762	0.2588327031941071	-0.12177252199444849	0.09544919144132222	-0.05267405061808001	0.2523864098996052	-0.1581684234767286	-0.11222383397129017	0.3125615939655403	0.09613444809662151	-0.0826715442161792	0.003947802862469367	0.055540838575968136	0.2358050537605122	-0.22638960655382087	-0.16316124434484697	-0.060057598533207926	0.10877239244856696	-0.005053525553615089	-0.09598203226781753	0.15721802852180397
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.14386692401861373	-0.23520234808482912	0.22105283689674465	0.19520048959565794	0.07740665019091209	-0.09228929208330978	0.3154146017232481	0.10104111143883776	-0.05783256989787007	-0.002501979304981033	-0.11163059765359698	-0.2614025298371275	-0.021852285832075883	0.4392948137390484	0.45457067632864384	-0.04725678407252592	-0.3957965988242417	-0.2093811622456952	-0.05238635278636518	0.008775897156049357	0.6159430418636307	0.08806059565985579	-0.1828317247738812	0.11867620975945543	0.19137547157988888	0.1493827304989743	0.20026050155375055	-0.11084864910287605	0.2690129024109485	-0.21260196676164161	0.06240359341561993	-0.41980924577477635	0.20934211452114015	-0.07398548825678775	-0.15867143971446612	0.2064747752575974	-0.13329088648438575	-0.49845955847919643	-0.22063838426224572	0.25137498529215613	-0.27838904624778915	0.5228445364764849	0.06544970151232513	0.20384528018583623	0.10557987189749415	0.3774282720542638	0.01671799105047294	0.006047573172151982	0.07897768313567091	0.11400585997165807	-0.02364019090986884
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.20947023887796085	0.2549953286323458	-0.13064682406270356	-0.14713027882763308	-0.28233276753341047	0.039751155597503286	-0.07567927458220484	0.17735453416868055	0.030200811789167798	0.08155780514446019	0.2641082731248179	-0.18397796243250447	0.1213276019845584	0.08545427025249408	0.008007767084283956	0.04179292652591213	0.26846458077461705	-0.06847756583355429	0.0774168407177647	-0.12895958486506168	-0.13724308307404026	0.015138767378559452	-0.11424381705991331	0.13648971671263682	-0.08200245007064742	0.12763548388147897	-0.042174484369735914	0.10483682203398297	0.16031682315808063	-0.05995449555469614	-0.3268319939918843	0.10857664264306381	0.04077785435956349	0.22266496520135873	0.32188879120321984	0.014741572505186106	-0.0800268982841834	-0.34497927391333943	0.05480883640626628	0.1804123400435723	0.06578486182085241	0.046591435235734106	0.11461718706215891	-0.13311566565087976	0.1636612291413572	0.3786774474455186	0.46868326254280035	-0.19357476290085163	-0.05768166823984068	0.13117767515960493	-0.26665423927795273
ADRB2	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.21643118725454252	0.0950534326667639	-0.2158410803487176	-0.018955157721564024	0.26129301777164304	0.07687417540294751	-0.02028324263017772	-0.20949366143956819	0.22468920080489052	-0.05859015247136569	-0.1245100556730403	0.025155995813657822	-0.07384730425040388	0.2785837246207843	0.36115272290291794	0.10527869375255902	-0.22459391222215	-0.4540273022012714	0.02607640092603158	-0.42243930940895813	0.19513140870727322	-0.13589915612413808	0.10404440131089339	-0.06442929126188729	-0.012481116948617258	0.015387434819638338	-0.09139174776761085	-0.2257787639263511	-0.10898517577862511	0.1589943892129699	-0.012449082316578462	0.3651799496483328	0.39642865977574177	-0.20767047837908265	0.08123173925057331	0.023232836502933413	0.08277377649036281	0.015379779485317204	-0.06453509462245524	0.0809855370352397	0.05809744588682591	0.015245837437774015	0.023377371658192002	-0.07884509796623851	-0.2904631791891852	-0.0979627888644919	-0.23906490735666372	0.024398482959302595	0.02659383804854054	-0.07620951009001939	0.06915730149246198
