Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
ADORA1	Coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.10666769941447782	-0.3197689705306731	-0.08474316094112323	-0.07199627508372726	0.1383854891179009	0.3195840149040964	-0.006576770627481191	-0.023211386339424062	-0.4300911021063419	-0.13708463382834862	0.13137507616809935	0.02454323914226022	-0.10165210278338792	0.06311066571742817	0.010082718242802498	0.0040367994250008685
ADORA2A	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.27489142558834356	-0.1747458027444975	0.01897033677760604	-0.3475575085689671	0.35270573002672895	0.05374865254803617	0.0652624396887855	-0.06313029850968115	-0.14183270156788114	-0.1485781280128864	0.06268668784964467	0.025028545173017367	0.09308902729420951	0.273288804550627	-0.11588513327222914	0.193224888684927
ADORA2B	Coupled	Coupled	Not-coupled	-	Adenosine receptors	classA	-0.2143571492492212	-0.1874137367353334	0.042635077880169105	-0.4562245921783161	0.4105234007106892	0.012379718240908315	0.05286291063371785	0.12350001184424302	-0.02114669773613789	-0.011958606762237532	-0.08796598204984507	0.01845620256252472	-0.0009116994523420418	0.1046051036260163	-0.1075449306922672	0.318967558542041
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.07921337835413694	-0.32422286736800315	-0.21957312544375057	0.06555480371220167	-0.061938513200375155	0.18207190908222512	-0.034007069560046864	-0.16075876134913278	-0.3904402586410828	-0.14121474833746445	-0.11772512509848783	0.08634994199113535	0.03440396632481861	0.05593170002558171	-0.1510035444280873	-0.23271789236442872
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.09046485133738735	-0.33041102659599003	-0.3934562891338433	0.16703064467224785	-0.07719717781949252	-0.026797902027284458	-0.013281524397919912	-0.22642213931067662	0.39094045820424306	0.21625923732969002	0.2252302917168278	0.09135827550889336	0.05446689747559766	-0.1617772756594984	0.02580469318248634	-0.3032547839794859
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.11333199266653528	-0.3166081181097924	-0.39688767712335915	0.16851464914612543	-0.06888075437053055	0.15437154207642734	-0.001842955914906512	-0.2700311403834609	0.33930083789862736	0.14476551336699783	0.1514449021902121	0.20946867073587747	0.07979950996184423	-0.10280475661631032	-0.035480364438410815	-0.18929793473937853
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.1539709792720811	-0.29512957978333254	-0.35553062800443447	0.14994887758430078	-0.06312983295722348	-0.05591221034805212	0.027910973941785655	-0.22966155531153623	0.3768934236552201	0.2895406579436641	0.36905606953260695	0.05196751324727736	0.14807981906200202	-0.15431866772192976	-0.16470127397115303	-0.20610427443453855
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.07186041198138463	-0.3338592362984264	-0.12778176148520898	0.145198344034169	-0.13070079340109456	-0.110355126984695	0.015505419025356152	0.19294600770262532	-0.18948838545094798	-0.06587652608859816	0.4321204403409393	-0.10047879123565345	0.2192972355979382	-0.05252309395957377	-0.09618240522113161	-0.05091793800612297
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.1314530226503671	-0.307773665484791	-0.1195966690123424	0.01802095106025222	-0.05644314542927471	-0.12911472163616375	0.013604470206032462	0.32961715177415035	-0.3843119790528357	-0.20861161323778823	-0.04153670852281356	-0.02721935064561411	0.1641267902240864	0.12222662123671761	-0.03212999852349637	0.025337015702436058
ADRB2	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.3153033303499481	0.36663287637995196	-0.09733294616204713	-0.041117825712343105	0.05726387442601125	0.12502009319613291	0.0595362033449388	-0.04159662464920885	-0.11584797464463532	-0.0052733377852251075	-0.010965392582427217	0.03035530680067539	-0.16731032042535854	-0.13672970926635758	-0.0952393486775364	0.21019128043879295
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.3266765365258707	0.2641787343504499	-0.08133169471038167	0.0657407496608169	-0.032667624349238075	0.15611793532123291	0.09012977842436475	0.022641352301870504	-0.17111199508064664	0.029159097908411622	0.0783825371144772	-0.021982180004537836	-0.11343926535744185	-0.09309879605616901	-0.15470910591419174	0.03985615729542532
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.06241979881145277	0.00594362974328341	0.3609610370597194	-0.16504866551990335	-0.17352998157330551	0.4124910886744353	0.035625335914999855	0.053813467497660104	-0.15904866732691086	-0.03406014860597692	-0.04389457795135355	-0.3493086585886287	0.3006618684883482	-0.20152370704500946	0.06572884387510773	-0.40435118460058883
AVPR1A	Coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.08954140617863465	0.04110441544695239	0.5085701025142455	-0.29823695534711	-0.1306238475282003	0.333465239159479	0.030276262619599207	0.27196390808007886	0.06777726792192944	-0.005190744097479254	0.09618435021902567	-0.1250613437906705	0.4212822631066868	-0.19723930817764448	0.09582071430587473	-0.27353329079153704
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.23473890231516878	0.2731237695845798	-0.04716084362700029	-0.07617347162000587	0.06438669378559023	0.040428869408629	0.0013581323247029643	0.22923840020798975	0.25257809496185835	-0.11398114525849681	0.04041847973258653	0.10591871472618146	-0.1745826042838944	-0.06462392565470719	0.0263046525316288	0.09554952515474809
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.14047249148845303	0.18267349621932213	-0.10565353359845744	-0.05047518341477936	0.0013787686747990732	-0.13789498056351168	-0.04127472627581916	0.09646051950616459	0.10140431713058712	-0.13282962964367478	-0.10461315443081126	0.09806545755980617	-0.23888020254009074	-0.22525569651617003	-0.06445638481381212	-0.06388344214374625
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.2160383398941491	0.29865347399755476	-0.16654222582205294	-0.11835188492187934	0.14969382375553802	0.1509766664369717	0.02012976779789616	-0.0422054457795553	-0.056798758909335806	0.07622190388172138	0.02421817322864155	0.09194012938994914	-0.053782173346893364	-0.2879056614238812	-0.09937461843886927	0.1310713374973993
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	0.5782332860427412	0.16385207810381747	-0.22852183780992164	-0.2599604254536937	-0.2690500902625381	0.05424415718591002	0.23064163433960824	0.06246489117525724	-0.18802535579160604	0.34136802828543816	-0.06703233433061354	-0.07862816981210762	-0.04677073120121546	0.1409796395220095	-0.13676685845216197	-0.020280225054293156
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.20737124147438735	-0.0528203401436251	0.4341613242093406	0.11046516687955388	-0.2665075202633095	0.1023369396718839	0.08054699420936527	-0.3640249775350973	0.060022463722393365	0.03869355784186362	-0.12489438258926097	0.09954166733485978	0.01891126961632644	0.19177204519959537	0.021640515311870827	-0.15088460089676814
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.24319390861105042	0.38847151714126243	-0.12089443082171733	-0.1995939167301179	0.04955278512909058	-0.07389819199710651	0.15293479086985812	-0.3605691668530804	-0.10743944586709184	-0.20962793737130972	-0.11269524402555135	0.28895412238306073	0.02053715787662702	-0.16769268913083837	0.0395819498520243	0.12360615499665392
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.2199472790061842	0.39148801677673406	-0.07933711857469995	-0.14314735079196217	-0.036117355298726256	-0.07316341618433134	0.11672502186958492	-0.35278862324155025	-0.1306055826552448	-0.12385476067047353	-0.1246182281274435	0.13857881186721988	-0.05749411887121568	-0.2579626115944143	0.026120720155142597	-0.03379781980756169
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.180961688436465	-0.2703175301190637	-0.29238230319810615	0.2380593573878029	-0.22075461777212319	0.03255315961705613	0.0976624357366304	0.03167862862512002	0.14026028663288007	-0.03409952924722344	0.013258752305016781	-0.016970270027667104	0.2658213357781763	0.06333632772336384	0.29915388569182794	0.38614180527943726
