Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17
ADORA1	Not-coupled	Not-coupled	Coupled	-	Adenosine receptors	classA	-0.08323171945042522	-0.13478535906773007	0.2923474290530716	-0.02902593583262718	-0.04286898695052035	0.011695930248374075	0.07730729207291152	0.4069826214142654	-0.05752134460218043	0.36913182604097905	0.33425704589510696	0.09282981889021932	0.05566997667968158	-0.15116551993547794	-0.016358223439575544	0.4136138323135188	-0.07020891526025846
ADORA2A	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.03895945583102849	-0.2829449561931617	0.10440419453365572	-0.2275908982429611	0.06183794567990391	-0.0010420372266325229	-0.17320520692989594	0.5466364378493568	-0.012043231369474135	0.09761425388230467	0.1066429894668837	0.053955090742943156	0.3429110301680741	-0.014442359719649977	0.11044704192107727	0.2840955140246865	-0.10806059497688876
ADORA2B	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.01580073209563178	-0.22037117215822566	0.1348768124313104	-0.32899053324977556	0.04563315028421219	0.08640644721297622	-0.39245698399396023	0.3251541099467499	0.19554185347034905	0.08049098348747191	-0.028998878291745814	-0.05994723791744445	0.23691328233032102	0.09672720496968777	0.18278293795992528	0.22546921592767596	0.03611692984464799
ADORA3	Not-coupled	Not-coupled	Not-coupled	-	Adenosine receptors	classA	-0.19837107110342872	-0.12966360766670143	0.31283281102874044	0.028626504903187758	-0.028692274680086338	-0.06260552928866035	-0.015220149499306411	-0.24710488263625216	-0.1362783002881209	0.1576396989296917	0.29508764335340915	-0.04726064106303125	-0.09132659566757652	0.06461069107912173	-0.10731957703175786	0.14284076073050225	-0.35534544397260903
ADRA1A	Coupled	Coupled	Not-coupled	-	Adrenoceptors	classA	-0.3647648417125983	-0.12996787796224202	0.33741426096740607	0.11360451453535521	-0.01883666181610374	-0.17645633859973833	0.2562303852501169	0.0028878232712908542	-0.21454459321865937	-0.13783852548251507	-0.44335477743636365	0.27277175896167605	-0.23032366674257482	-0.1592563986323862	-0.09888530950325715	0.07744008153652936	0.05473467978516397
ADRA2A	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.3652729163602911	-0.14293087271993177	0.3083932178010832	0.1600138610742129	-0.026582038898793382	0.022602796882159545	0.09826664720579738	-0.03997535719095333	-0.24360754958460226	0.036427591825575825	-0.446129318152883	0.27058980295254986	-0.15587645213582452	-0.022943511892105275	-0.09616439775869687	0.19292932907184054	-0.015290699845788461
ADRA2B	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.32339737803281016	-0.18857152188353254	0.28909334741243164	0.10214385962690142	0.039189358291500734	-0.2933962853930638	0.3524834150320758	0.10021048161382426	-0.1813619564054703	-0.14794075654207134	-0.43402712697406387	0.37675771457813306	-0.13478020135627883	-0.20541636621988707	0.10015377536051925	0.05718460712836886	0.04962167393038756
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.1288775751763459	-0.14404750776614775	0.3073440493976098	0.11467874402069156	0.06466477085086539	-0.1823058063734954	0.3600809965964406	0.12209873130636698	0.18990721757437143	0.04730503627517998	0.20685938682023527	0.2824463537716286	0.033484124312448724	-0.3395408804776686	0.11078351630508944	-0.01458379545058512	-0.02039595878385339
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.14398923828833166	-0.1975008184575094	0.2611538938068677	0.04059865809623742	0.0657079070944241	-0.0389947007021263	0.1470946811846296	0.09250783242894106	0.31415541463601415	0.0703960917589893	0.4208270726384303	-0.07561868281652089	0.1287131487624433	-0.00023630018732623373	-0.020338577412157024	-0.015702538032514386	-0.15174653786192122
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.18612136850828742	-0.24284472761154874	-0.39577664705739996	-0.012036379087091716	0.008351148034370273	0.023192595125132946	-0.07568624082143886	0.07587558872877344	-0.02476974885271039	0.14548432317101195	0.09349179652970742	-0.03003018720740952	-0.08954150952060333	0.07107711981910358	0.2558506881745879	-0.0970626988931589	-0.013812915429861666
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.1302712434022626	-0.2784119008675363	-0.3117141282387992	0.0758523828954958	0.061819091429525456	-0.12225835804786199	0.1858908185262902	0.16067636307836056	-0.01152910058870369	0.17613637883199185	0.08402265269506991	0.003205850459436563	-0.04590564661959979	-0.05447480559293583	0.19245212417320703	0.01232364083688162	-0.028501811568557463
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.4335040698831086	0.03872780612583634	-0.027916670167171823	-0.2308359090330163	0.08355707950155408	-0.22315118040445084	0.2620324629192751	-0.04472967327684829	-0.07684041265664608	0.28953502898868644	0.13124639642023825	-0.279901442487836	-0.23712280641455324	-0.28502627354883114	-0.177584169130746	-0.08464298891700262	-0.06916332606979322
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.5501240485417958	0.06417230073100391	-0.07398940322636041	-0.35464008936346725	0.09902581697825331	-0.17434701141826225	0.1571389580209717	-0.052674230763631535	0.09950182419129677	0.35068975050301876	-0.06004969943895812	-0.07544193085623621	-0.1636837538977738	-0.17638759608134827	-0.14810298906701225	-0.15738204640990602	0.039221000344032135
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.11300275099579983	-0.17220500922174023	-0.2927331617611561	-0.03453382217058357	-0.0472289670015722	0.1359152564151603	-0.06043849844659947	0.17999992460270967	0.25998248159519965	0.1233575149696748	-0.22259709182551088	0.044145557625926424	-0.03609223381055348	0.03830905550386772	0.017448305098345	-0.19572781658096222	0.043523736661135536
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.13897702747840562	-0.08871816764085104	-0.17486402391222605	-0.04946175794340788	-0.0649453253521338	0.06195658374560814	0.06021152074810026	0.14898249960074708	0.1929592887173892	-0.06016475822770473	-0.05704236467354037	-0.05070465503701945	-0.29015407794926096	0.043910076128787605	0.04940701755563123	-0.2174998144625806	-0.08727732671475324
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.23136141717423384	-0.1350797628569706	-0.2944935758028711	-0.11020010282501047	-0.03273398092887731	-0.0867167201145806	-0.2119234823879154	-0.06772753799129959	-0.026112705901093197	0.16652164731835495	-0.023854504654573453	0.032160850017634156	-0.23551178548962917	0.06473465138424911	0.18297765588656892	-0.07756995052510203	0.06425512752718189
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-0.26384646183128263	0.5690702635170704	-0.07943008664214875	-0.31781794101009464	0.3229589342036927	-0.2991875211101596	0.34055085156140213	-0.29820569415020937	-0.02219778743564835	0.06778308883566397	0.13998632462730837	-0.09967014914416991	0.13837031115527348	0.1392314560548626	0.08535399822621537	-0.04742219075304747	0.06903832403966825
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	0.49427217022877457	-0.2574268183634738	-0.032666438755080865	0.07651812153281523	0.11559161759429477	0.11482579451462206	0.048484796385477105	-0.2595383717976567	-0.41967140767758615	-0.06687774740167803	-0.11282141938629558	-0.03400185808082869	0.04196572636575251	0.10570932930997301	-0.15966039220049152	0.17098162773812522	-0.12154779953726107
CCKAR	Not-coupled	Not-coupled	Coupled	-	Cholecystokinin receptors	classA	-0.22076769591607626	-0.15671945754461422	-0.4189045466113958	-0.1163877225817012	0.1111370366121459	0.2566901624262203	-0.14248406373954792	0.23502733781291418	-0.22766906660760536	-0.08218560368472137	0.17745724042572678	0.09869344289388723	-0.2545961956354608	0.22628408378498624	0.09201630470488349	-0.051374602846132864	-0.15719580189586166
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.1542252746185525	-0.14112030389480443	-0.4113285614520374	-0.10865483534711286	0.08567516425844894	0.09078077048055293	0.07240152634454586	0.23126995176479936	-0.26664257642698597	-0.1012522109491149	0.18771997890287298	0.0014340461606972507	-0.3766062538176551	0.15657120463840105	0.06653997189256725	-0.1708909001512455	-0.134892659740284
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.2753944508566335	-0.2303290915081497	0.20562874042132948	0.3250683151403891	0.112080790521642	0.47981992799286455	-0.03938134689407724	-0.05019600894173766	-0.02853004613578001	0.027947556993719615	-0.008738225183227042	-0.0016356500154750243	0.21897002202655586	0.046502245842294634	0.05204232262134793	-0.0340078730177494	0.3421558623737998
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.2681147158491537	-0.20387000602311262	0.2548622107753473	0.27880442900944846	0.06089096189761714	0.25454426601469465	0.16538935042932215	-0.004582366587880964	-0.0635579776324246	0.06817049577083178	0.22008867155777148	-0.20539619194700215	0.10871470920189479	0.19858858965064072	0.11475255408224787	-0.09247968343215923	0.5203517446298912
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.2274338571026919	-0.08760515856301422	0.3832042351175658	0.3995913847744606	-0.03259429635435718	0.45922944244419794	0.10531681304222709	-0.08448673268706547	-0.12403483090354013	0.021683067232133375	0.18662566818148854	-0.2669396458590004	-0.0824802055806681	0.021620618513939243	0.011512788314730809	-0.16772204812218103	0.3567530193398903
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.23923350556068343	-0.20144643523341832	0.249166891891682	0.29481589457510715	0.05497018093602912	0.3564489598291411	0.08412516638064453	-0.020253375271345506	-0.030842804762953296	0.028041835228916078	0.03399198868111912	-0.11095861788409914	0.13297766980393852	0.13701953936010539	0.11516279338385371	-0.12867190766164874	0.43755075561520634
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.03130122885602326	0.07506280915652484	0.5149672563000021	-0.2294924648191111	-0.2309575730470197	-0.1130554263040649	-0.0668258425302939	-0.0030193096877263762	0.12327811105069848	-0.014370461195258288	0.17968921480119351	-0.17479953284772165	-0.3205951088880979	-0.012695190957363522	-0.13181719681427362	-0.18954649729107526	0.13065174663074755
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-0.04184500592757246	-0.043214765001681345	0.3493752806159777	-0.30727611897143314	-0.1095970518740101	-0.09431950655938742	-0.3024025026163247	0.14196948369071302	0.001034153756728447	0.11657024297479078	0.012844187976528138	-0.003371196845564664	-0.02061822917287071	-0.15623265249917428	-0.25189398728678136	0.010028112835572013	0.16408574470484252
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.3534741091348886	0.5300592507708306	-0.11352845039796704	-0.37349599593667465	0.29112455651170566	-0.26677194356970785	0.23307052875595285	-0.3041394794793587	-0.04648305669171794	0.03195529744581093	-0.015641678133683917	-0.09008936897651412	0.20063983921775164	0.14592326876589398	0.33288438608974436	-0.15400947888320043	0.06476535671148415
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.3800159601915807	0.5392985638492911	-0.17682769552955163	-0.361490213827278	0.3933787926099792	-0.13591638809224793	0.09756966347792856	-0.2714450130660952	-0.08681937858698623	0.023950154201544043	0.03467964403499248	-0.17078181003501686	0.26501249537815835	0.19915465824906153	0.19304755018038466	-0.0773304921508252	0.020873183530519087
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.18429741465590366	-0.1969429704562108	-0.43354673126107357	-0.031463544092203345	0.12091361299727123	0.3596629344198173	-0.20195786528912746	0.11428483629876993	-0.15297108826295575	-0.15733563297108275	-0.001761120694917885	0.06252242072586069	-0.3257462517391015	-0.0038805233105342085	0.16866642952382674	-0.10214313566711922	-0.17997195501206617
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.25852370919916023	-0.1845939442603225	-0.47167187345334366	-0.13689805041140393	0.12492697945063877	0.10424312201381955	0.0017900067297905032	0.18869028208077546	-0.1720406451077514	-0.04381586307202867	0.18081516062950678	0.04673343952933291	-0.39029224241907967	0.20041484525248357	0.14880320947264294	-0.11644112172303257	-0.05668579228759104
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-0.11829698701109931	-0.12933226816907933	-0.3642081112039205	-0.07691344522481493	0.07657295139377474	0.37439831810624585	-0.25567106386453137	0.08068798272358484	-0.1899024548597761	-0.13807885590672359	-0.03680755716445625	0.03300000205842638	-0.3687058845128467	-0.05327386317199304	-0.003921494928685572	-0.07947971413220836	-0.1788933990820639
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.13097069920899373	0.05302937231674382	-0.47623212152900335	0.11151868570362579	-0.2349020365468291	-0.2685638574662247	0.15774105718970674	0.2385222655742807	-0.018491856244711852	-0.00028081966667806033	-0.07521267225199688	-0.14702577767281513	0.11384898786266545	0.005858221219487674	0.031931072660634156	0.04428268730343075	0.07790392835712172
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.13483839738924955	0.03834953518071915	-0.4251081708363762	0.05793848734218615	-0.21766850314449673	-0.19200242289836855	0.016377774141605746	0.03786574526610214	0.08101363455203295	-0.0828971426052938	-0.08462191613058148	-0.12206328694916954	0.008842868031251202	-0.04491500973067147	-0.09368537667525058	-0.04067395245308163	0.06476512099271536
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.0997039598278041	-0.15134173411803375	0.3056777142089466	0.06783871830625941	-0.009098446157631534	0.05353577792131157	0.23849762600530228	0.10564071026951291	0.3857985920205563	0.18778455371356834	0.2557944504480786	-0.09607630474620839	0.09896637625563785	0.165748543711021	0.11429864699938469	-0.10049364206646452	-0.3171600225482411
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.29607883848307204	-0.20894315348249481	0.28770750553531294	0.10112963715727809	0.004090103969146598	-0.03623116749837626	0.005239401579486201	-0.16233887709741304	-0.36894762123212554	0.057282464952332586	-0.19629772601913137	-0.22034333731920214	-0.010405444857367711	-0.0064766928471169565	-0.050810669542427425	-0.021822786233080232	-0.08273183110582141
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.04319376564778013	-0.10315270564146371	0.33743209109168515	0.10385385488338825	-0.032943033341711184	0.1492659173260419	0.25861992272878814	0.18255275645339156	0.49275234750835534	0.11342132408408521	0.13543238569025853	-0.1382639093614596	0.06145331595184012	0.05591268875573933	0.05936844705101251	-0.12370487407374686	-0.38252150219991554
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.6062786756577538	-0.07838537926687417	-0.11853325457950097	0.14319268492329482	-0.04831924771175093	0.03495900913517255	0.4603972455053162	0.2025147945648671	0.2235560731592879	-0.08755425141655017	-0.34390866333464853	-0.14312946906828541	0.10393197237184913	0.13859191128210457	0.227168943181171	-0.21604234741944453	-0.06344729830390612
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	-0.09026893396636652	0.28873731169440037	-0.1274966668543381	0.18011817751293646	-0.413434013960756	-0.08761796675917889	0.012445965349844917	-0.21223002327437773	0.2770249880574788	-0.36839944212689696	-0.19641595633979692	-0.23053341484028483	-0.16246335605294868	-0.146933173149623	-0.1691151567865712	-0.029893154848954332	-0.026429390485103656
F2R	-	Coupled	Coupled	-	NA	classA	-0.0011790483516397185	0.25470100223084097	-0.18828426061243828	0.1371396770831307	-0.35833124650620096	-0.24468397938214803	0.13734912757835432	-0.19652551981929434	0.300134126580414	-0.18320831670200735	-0.3697225669031895	-0.26359566212793795	-0.07424238659054971	0.035082452421601816	0.12676837872567262	0.006180758450674893	0.02900243957031169
F2RL1	-	Coupled	Coupled	-	NA	classA	-0.12590339212326995	0.1971616459842898	-0.25966743379846285	0.17010869618082847	-0.3964013358826216	-0.03496490375951323	-0.43838403223043715	-0.4317179454309838	-0.21320661026524515	0.25439979386458067	-0.040254501052478485	-0.07204901233957123	0.3140088059083499	-0.13016385174570366	0.1337776641311295	0.26540957510158114	-0.09115775543259991
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.2712474292670839	0.20397216660120415	-0.17697850613478425	0.15960962392303077	-0.3976798577864228	0.027691030197040428	-0.40520810947738056	-0.2890609875356254	-0.1760536239488879	0.1828372279550781	-0.07696687990484645	-0.023605489839541742	0.11624505218662064	-0.15111512780548733	-0.055997145679256254	0.31431111265766093	-0.10405720117425574
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	0.3098550059825278	-0.07279061461521986	-0.05375934085618751	-0.11734791055509267	-0.036043553635552034	0.46385028461421973	-0.3309314685186918	-0.025012415175240176	0.38895006492802164	0.045391602920081986	-0.16320592017528654	0.1406104537746655	-0.06496295192664403	0.024025037532386977	-0.2853765142840775	-0.11660871123557122	-0.07576067575935368
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.15854169335441962	0.591630710895989	-0.07546266305862313	-0.19816824884581655	0.3009873088866331	0.38061357523591033	0.11678999441625931	0.08275275420120046	-0.06288256464961814	-0.031001680938400805	0.03856179427125298	0.11638571887830018	0.12288188608202179	-0.10552003170219708	-0.14548742484732927	0.05505576020037612	-0.042273417554420434
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.6167243028498761	-0.35636980767207155	-0.274504553349893	0.0835258376889409	0.09632566152266062	0.03376614390647676	0.199965063868731	0.20499308008839054	-0.46432578855057643	0.022874900390286657	-0.3608685367398709	-0.01782617922109362	0.6898338143651558	-0.11738144720498216	-0.0896446980856437	-0.2824634339607677	0.015905492325119987
