Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21
ADORA1	-	-	Coupled	-	Adenosine receptors	classA	-0.27174936053867216	-0.17244109576984037	-0.12719038245342415	-0.09059689593212494	0.0055510857619600635	-0.289112926989991	-0.41270231764266074	-0.29036488063541943	-0.2906532952321878	-0.11909108211025067	0.20616058664964887	0.008071847784846226	-0.12781841122554874	0.16312115136211489	-0.3643779810311402	-0.0027232555624826862	0.17728281768079526	-0.10103811665607482	-0.2672257465565871	0.08599150887779933	-0.15204073554655093
ADORA2A	-	-	Not-coupled	-	Adenosine receptors	classA	-0.11541089376531863	-0.25270474066097365	-0.12421513700767756	-0.09171828634773038	0.138385665375195	-0.22193345724386737	-0.0955462298189316	-0.09099724170537692	-0.11607590106167406	-0.017355652332996806	0.4922804260389678	-0.03106270994705616	-0.06059059270080587	0.08148352850864773	-0.008935273677933918	-0.026469629638031972	0.22337871475776008	0.05008569654455371	-0.1216554490370779	0.2465213752011922	-0.08523807977362872
ADORA2B	-	-	Not-coupled	-	Adenosine receptors	classA	-0.14809966435723385	-0.22449546752496985	-0.046859682794596916	-0.11575265942262268	0.20643709330643836	-0.060567089375696	-0.1273063125729948	-0.07199843893205643	-0.1320885584087533	0.07119784406081013	0.5779528403929448	-0.003427994432654799	-0.016466862011001414	-0.1347673297093423	-0.11019560370669922	-0.020382852939092994	0.2454313240119123	0.0359213775126791	0.06447045013065168	0.37771006867809304	0.0010762833399587666
ADORA3	-	-	Not-coupled	-	Adenosine receptors	classA	-0.26846959221892663	-0.1696655973362128	-0.2255592713949068	-0.06687313238074441	-0.37939799295632753	-0.06723962365380363	0.05121949939559711	-0.41440865968875107	-0.15254269682070706	0.03800079172911373	-0.06540647106884019	-0.20317122286940287	-0.08438071261600298	-0.027504437381135536	0.01999730009470504	-0.02409999681828809	-0.08411941292601342	-0.06342576733221884	-0.3072564875362608	-0.1209183906560108	0.14731277558734876
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	-0.26627456001355104	-0.13877767214937445	-0.40601326779505165	0.09922164218417868	0.035887870082895665	-0.1846174628781315	0.1455884063520141	0.08684900686784193	-0.22221170623880998	-0.05001852509075563	-0.0609260140061536	-0.03537953835413371	0.32977974842719837	0.4564927508797533	-0.2225390002776473	-0.003733885602816929	-0.21714693780830707	-0.1270555966397543	0.3017567754956757	-0.21597389224343494	-0.19882575968729868
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	-0.2383377212831663	-0.1517374697482245	-0.4501292859453213	0.10328449044808707	-0.051423254599113774	-0.22704228525486897	0.18985434697239384	0.010962995041729432	-0.3160226996973096	0.04610992932428273	-0.04567488669005297	-0.26394152212042793	0.19168301838824436	0.4257933505756427	-0.26461231098033244	-0.0007927039152723609	-0.14165025752120158	-0.03865963185158856	0.3011231151535916	-0.05338989051555421	-0.06193572060790684
ADRA2B	-	-	Coupled	-	Adrenoceptors	classA	-0.19229195443077257	-0.1698093815576329	-0.38473589682875914	0.22126591846803978	0.34761820997942056	-0.08081169793124462	0.03719343855861931	-0.007315853423623629	-0.24321188743496627	-0.003153143837604532	0.12312988674897346	0.06689606920674149	0.15465169469492834	0.5604446805891555	0.007808558455865989	-0.024675947993783188	-0.1774868809746288	-0.011834611678289956	0.31802843040720785	-0.16167459945982035	-0.07180970275051837
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	-0.2641776006445695	-0.16750417654425334	-0.24227133247080312	0.18829020280899064	0.45443164166159516	-0.09842155757182197	-0.44150155689018167	-0.12090769568795061	0.30300020669437144	-0.01649061129214446	-0.017843005170399676	0.38187861666804684	-0.3094551395137106	0.3584367908338848	0.4683635978996652	-0.01553049167872468	-0.3000206893458734	0.0950952443937022	-0.20753816816160592	-0.12057508776826292	0.0033780765520840523
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.2561909046757545	-0.20522053399251622	-0.26492907911057456	0.018403728474634357	-0.025392372221838422	-0.24324292134374356	-0.16574261078634225	-0.24472265936310517	0.46014101783603784	0.07246451380076031	-0.2317017856098701	0.14786068272207303	0.03725023681047532	-0.11500965556836829	0.16644817526646666	-0.032140597707450265	-0.08017277066103964	0.11827558439821884	-0.2493488898460547	0.04171223404427425	0.06539881156022154
ADRB2	-	-	Coupled	Coupled	Adrenoceptors	classA	0.4785337906900737	-0.12124786928089108	-0.03131493595974192	0.03838420070623181	0.0005593549512262649	-0.23849528172971862	0.23717306863111748	-0.16071151019814775	-0.11955513157900302	0.14840663393232648	0.14801124245648392	0.042390346981527154	-0.19218588329548625	-0.1915494332046447	-0.13805727845199822	-0.031402141926445734	0.0270519165875085	-0.06962076186642979	0.006933047107739583	0.06176514830165327	-0.021665710097354778
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	0.3739823685890847	-0.14392592069056764	-0.04422647264967306	0.10005594212488503	-0.01397517782707436	-0.18596612627726505	0.07953495617295833	-0.16787994633488246	-0.07646766575709159	0.04267624278932679	-0.020638846662559433	0.08225497634298101	-0.0226156484728195	0.02057852234894195	-0.2983881654594163	-0.031036850699865268	0.08546473946903238	-0.03676519642354634	-0.07216938491089356	0.015018539921971764	-0.10195566934639719
APLNR	-	-	Coupled	Coupled	Apelin receptor	classA	-0.014898028386977104	0.011912893417085766	0.4691056984408236	0.09744616087126959	0.04039391415528655	0.13067925292139915	-0.045831828457532434	-0.31424781189486695	-0.17589748880874698	-0.4746731503718918	-0.026160163402628184	-0.020217163715210974	0.12457640644227508	-0.14937522763928157	-0.1838346113587303	-0.05565917500520615	-0.148328362140708	0.3247848276663533	-0.15495980666037856	-0.16458434101714758	-0.1718091140286962
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	0.01527928091974337	0.03234546919292141	0.5399880962321739	0.06593571365919557	0.17712282540891608	0.03274412581900444	-0.04735772089368737	-0.20115256205960433	0.11018244541894939	-0.35419931390941384	-0.01656769147694608	0.01398120198038913	0.04464175635884289	-0.006631603849355618	-0.0903752043345455	-0.05359983757241232	-0.31264666358796117	0.47702531312337737	0.03267065102564289	-0.031580471312083434	-0.020816664447222095
AVPR2	-	-	-	Coupled	Vasopressin and oxytocin receptors	classA	0.3738306596544974	-0.09559991823212952	0.022407090654953547	-0.010436802121322551	0.07101518867324236	-0.23396020621190222	0.4631777294716529	0.08678241390734172	0.01866800972759	0.07727532806068318	0.03335613695238909	0.05546653035157788	-0.08640897354102736	-0.07166944935562161	-0.1741232309537794	-0.01654545468009854	-0.09464441485413007	-0.09553515240322256	0.07912305180044912	0.18241835513849466	-0.1629444611277003
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.24369909693378178	-0.04633835267498295	0.057507904724281585	-0.012901088095512164	0.13985065297932722	-0.26785975702529685	0.28795058364066545	0.011055057782109414	-0.011627734844131668	0.16933025690348677	-0.027196016019615774	0.13201680922647993	0.008577814642696871	-0.2423398625703353	-0.18931425059648874	-0.024386643770218843	-0.2198039196011301	-0.24654239369825973	-0.03589745939298529	0.10853577545045354	-0.21113791030618267
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	0.35853751986993126	-0.003251190387832829	0.021625055347678952	-0.15101737852876762	-0.07639224593059032	-0.25822804497096424	0.5760763472733573	-0.396738742816355	-0.11494147784592695	0.056118529216013534	0.19908568428057308	0.4249548197858807	-0.6114245535431101	-0.2989911763813392	-0.11496034711204947	-0.010413937554624273	-0.32772753077163863	0.08237345200594128	0.2526914165073891	-0.001135255313963125	-0.006209500735071588
C5AR1	-	-	Coupled	-	Complement peptide receptors	classA	-0.10119503334468974	0.6424114893228284	-0.015122590977463617	0.22624351962132064	0.2350721480371323	0.09752054416029839	-0.06859295808122949	-0.33136690895281695	0.1867192158143011	0.13606848266062835	-0.020129597482351186	-0.049866955037130706	0.056007922630130595	-0.08305511132663472	-0.07676285136263004	-0.3029411796228475	0.2143531001228884	-0.014205325208820912	0.1213831662394364	0.03934810369156469	0.1297246340791619
CALCR	-	-	Coupled	-	Calcitonin receptors	classB	0.02720295956275087	-0.22354284279606088	0.38410895825498104	0.0867936586599612	-0.3421541291097604	-0.06098464863261453	0.13991906878957122	0.019956451645216634	-0.2142899262848081	-0.03972569295206592	-0.16626079584053052	-0.15018456668661617	-0.22278681518946367	0.020445620601256303	0.1310755343598742	-0.08911564114646589	0.1214009931420443	0.11400906701211333	0.09061754163565792	-0.20281480508836103	0.015744723115734948
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	0.4498272337396444	-0.08183541862639199	-0.02572943981660971	0.1025328006457591	-0.05529057329864489	-0.0744000229525452	-0.20183626518704822	0.20270607244486957	-0.09820252427691763	0.3390059122717363	0.3071011930192589	-0.23828482039860643	0.0121546868828629	-0.07283983812601222	-0.031384720822215544	-0.07803846010688302	-0.10043094665045697	-0.017728674992878432	-0.17492597349156983	0.009748535642247327	0.02515332882406372
CCR5	-	-	Coupled	Not-coupled	Chemokine receptors	classA	0.45593311042416507	-0.06734223048310232	0.04808098909202436	0.1653731894431708	0.22887820531176498	-0.0963902413857178	-0.26937049248796757	0.18959480374449464	-0.03853170169545582	0.27332605168614393	0.22186488692329753	-0.13766692888148616	0.037767970486847165	-0.14940497243342807	-0.0843021537434529	-0.08397291637496658	-0.11086126127336673	-0.10731361114026355	-0.19529037568384808	-0.11848037760526875	-0.050195728621376064
CCR6	-	-	Coupled	-	Chemokine receptors	classA	-0.168651030119276	-0.17639567359553124	-0.506814576075763	0.1821350804080807	-0.1449166085133158	0.06289982176037592	-0.03970163841262013	0.5951476661886584	-0.09382706734610607	-0.09961833609220694	-0.15336874724969238	0.18036317674237193	-0.3304864496827252	-0.13947565854460414	0.007085773881403785	-0.05561528616816661	0.07743203671525259	0.36609291251042697	-0.0004545579165233285	0.13162630680303783	-0.1843433231628147
CHRM1	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.2089422469081804	-0.17004893690321016	-0.4569776749566992	0.19004912134026117	0.08669825092420846	-0.1799041500742878	-0.2819535739681187	0.248280331369122	-0.005000120221613655	-0.08292177374934405	-0.2453990040119481	0.19040119480870588	-0.1708063157604218	-0.3685890129066661	-0.1521452731497785	-0.06311677519773987	0.24449756559960925	0.2886988404555542	0.17137774225805769	0.043164048492264843	0.054834360372590506
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	-0.33681270198193514	-0.12887397029620146	-0.2673564611399796	0.18793633432017917	0.01896081285171421	0.13841611272228058	-0.1106704449991467	0.42618210000572215	-0.2669938926954023	-0.057189732571434185	-0.27926250333606273	0.1793569232895518	-0.2758380308599852	-0.40346255396545677	-0.08442690980797744	-0.020658256777770178	0.025083876132615472	0.04876813775304932	-0.022220326200788575	-0.15782687764229095	-0.036444660979775514
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.21717849613728749	-0.16625783371320252	-0.4119139311887961	0.22463809993513342	0.22722646735147498	-0.0485271283310552	-0.15479380239799737	0.37192663312101043	-0.04590036852363858	-0.007512250115378136	-0.17221614692899723	0.17050795996354182	-0.2953722195880865	-0.2836313036605316	0.022158212622641633	-0.06236728185241374	0.11040857122873014	0.2798854671015857	0.18203323699807883	0.06370764782083047	0.04690582246572292
