Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
ADORA1	Coupled	-	Coupled	-	Adenosine receptors	classA	0.11547004865651475	0.126727363730056	0.04422814540330061	0.11334925948789809	-0.16104269940719676	-0.02271199227973494	-0.13678563750673495	-0.17231036078786233	-0.30496668556199785	-0.31009917810072607	-0.07792818428870382	0.054042759328710666	0.3540052262344133	0.0046473736305605255	0.09699283214942732	-0.24979061257604826	0.31719200073491294	-0.10215944025545276	0.03252078930663605
ADORA2A	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	0.3572521090075014	-0.08835651907147983	0.25307509304113923	0.2533023668788913	-0.2762377741096369	-0.11959397835330239	0.12959302433032305	-0.24058534222752423	0.1333961785871228	0.049273506155253784	0.15674890040789852	0.2840316976844625	0.14656253345857323	-0.04130880639207939	0.12254148210880686	-0.12572374971124656	0.31069004419711627	-0.16346569329397367	0.07842493973012213
ADORA2B	Not-coupled	-	Not-coupled	-	Adenosine receptors	classA	-0.4246586624455359	-0.4967487796106633	-0.037195503113237646	0.1406625830562835	-0.12371206564744663	0.04260485540389884	0.155130719909247	0.15308557164244238	0.4025015872806728	-0.11825496199464543	-0.06364330910125383	-0.04012237125574189	-0.030889176727359427	-0.2754171284311821	0.2571489276588413	-0.00930218191765513	0.22265706066245328	0.19056196044923746	0.2880747996504662
ADORA3	Coupled	-	Coupled	-	Adenosine receptors	classA	0.15568812226507978	0.11226166411199869	0.0217073244173689	0.011039635305892028	-0.32430880726652456	-0.46660101832817297	-0.4363471494557943	0.08036669706514842	-0.20411027072028531	-0.10508223564648776	0.03853159884627774	-0.05335813142775302	-0.001742424568663993	-0.29695918383892417	0.08201724056142014	-0.1231242165993431	-0.07753951440805569	0.22371838296512048	-0.028515869523201166
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	-0.012747033016304329	0.4737690061874418	0.3990604483839921	0.42766300401861157	-0.05151319197957653	-0.006746281086957961	-0.19971820016391462	0.28684355985259363	-0.39205783531278854	-0.10810010754668353	-0.31659911583009037	-0.2108823543964018	0.03333859237783223	0.08916294332518547	-0.09065623157413846	-0.03469387168193486	0.05118438538110606	0.1274279784425204	0.22454800660322466
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.07259329505353597	0.37369807218027434	0.30673560164697006	0.0954646909530107	0.15067853718042737	-0.14073607934482013	-0.21000208521221225	-0.093451550797085	-0.2856243557327998	-0.08177990398973586	0.16260357745763107	-0.08001091359234405	0.020967430029883972	0.08006147405665164	-0.047432335043765365	0.0013403951611653954	0.298083434852984	0.18506179305656953	0.13294041911816565
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.13504610077150161	0.40766431674987047	-0.07839994259429768	0.5247770887790206	-0.3530827160753913	0.4180689232008197	-0.3805886496114282	0.322111880385354	0.03591630013750404	0.034801248054900764	0.3219558006329261	-0.13695126487153658	0.12167023363973252	0.30323406149089405	0.03546728182829085	0.3411457695026039	0.023203537835330232	0.14396599741170443	-0.055706385141916524
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.13202963581988594	0.4422353670932083	0.07638997592155189	-0.03723759111829404	-0.048803445128409735	0.016697714487770052	0.08830958651577153	0.07235955657266398	-0.28777944446759535	0.3357658757458533	0.12824497174088448	0.06980213071658303	0.12706733286351188	0.06777980595023911	0.041957768160225485	0.1574661175309692	-0.17846894994096552	0.21280367882050294	0.4811309708169436
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	0.4077728320337928	-0.009257298212093229	-0.09133189453087599	0.13803431565448407	-0.09512108153159562	0.00302669480236431	-0.18522148326175203	-0.13829300183229556	-0.02672351898664221	-0.1910745396953079	-0.23420845235936355	0.17628631315584642	0.18144816992987733	0.07828400874984354	-0.2861873637400584	0.11106840786197607	0.1028211405300619	-0.12358142152828314	-0.23620907571722893
ADRB2	Coupled	-	Not-coupled	-	Adrenoceptors	classA	-0.08945954513271556	-0.30211362533108027	0.13922190591399483	0.20198616162616032	0.23052928592082017	-0.053296155856818364	0.18525223574420505	0.22351317730141	-0.050476349667267495	-0.2761791062715148	0.20363477126657292	-0.33217342275282835	-0.069250275852628	0.08779238504583649	-0.017385634370654813	0.0038869453585148044	-0.015899497206046807	-0.06340820216729688	0.35901138408377903
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	-0.12071820230316921	-0.06960221354415619	0.032123181155625874	0.24598654222337596	-0.1941896842390989	0.1191295302367165	-0.13333542606169277	-0.2395598427320154	0.45455262770832433	0.3300794613730059	-0.40826679701991164	-0.14345632906751468	0.1096618668169396	0.07653092854220822	-0.1440491339495993	0.048356469546559464	-0.15201073256329653	-0.07847703066878442	-0.02628809642081408
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	-0.2508675962684671	0.14374917897166883	-0.1496675631712614	0.2458542614169586	0.0549154723152666	-0.1669175119175484	-0.22596015574611028	0.12564142027273498	0.04029439381938069	0.42013827819383287	-0.11153136561196464	0.2338014378781669	0.09507608315534212	-0.07078085645970426	-0.09108453690122147	-0.022323937631509704	-0.1366081411501186	-0.3191275171430972	-0.14798946585081518
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.15929262339297354	0.21269440902385772	-0.18762089757336983	-0.14472212042563515	0.07974549567077947	0.11624131041523816	0.014573968473513237	-0.14133220201264843	-0.2008113928799312	0.31451093376967854	-0.09417366903209738	-0.05081964501580707	0.15927068091916627	0.1888931230376139	0.19520710680244843	0.0985667235977648	-0.016919080674588628	-0.21516422203451804	0.06102677651209744
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-0.054602468145483245	-0.16782245508867105	0.0918676154351151	-0.20595908936142324	0.10643675176211914	0.11272448016705153	-0.11851090504510806	0.13028277640632913	-0.3186192355369799	-0.04599097890992418	0.26528267497055713	0.4065682877270443	-0.4026742559119408	0.4412007833083094	-0.13202136476860968	-0.26071227572163325	0.0027128519659568163	-0.034625133570305826	0.08273724429924584
BDKRB1	Coupled	-	Coupled	-	Bradykinin receptors	classA	-0.38679698163365955	-0.1893223950433492	0.02850538205680486	-0.03276526687608135	0.10167712481031231	-0.20054912610679154	-0.09524851692690599	-0.14175873771013095	0.07076103430694394	-0.02539207009977991	-0.3489967790602877	0.4984729362805022	-0.07438889065285623	-0.013311430798496577	-0.025634555830744744	0.14798012550552486	0.026533542857866913	0.06955375246860171	-0.21578897576190953
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	0.08584355038263743	-0.18364031530273198	-0.14528185905659333	0.01904493714455621	-0.018532337243004376	-0.12095879785327396	0.15528537358595462	-0.020801712787880344	-0.017243803277611252	0.16179547286210455	-0.08195315875121698	0.12008969737364153	-0.4919850697843286	0.08967907545469228	0.05137706405455061	-0.09647288052376934	0.023510408221682186	-0.02430040572526859	0.2694388798223242
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	-0.08406030657370224	-0.010121301072078034	-0.10320706681972924	-0.05638837875068497	0.18055408752442417	0.15477450811611304	0.11460542049604575	0.29434936617316815	0.2389597417019323	0.14803741698134515	0.1092945671778629	-0.10420987796655451	0.32979015815793755	-0.11718576082645722	-0.3563692552879533	-0.21806067940994492	0.38677681795078095	0.03551877983464784	0.09083079054547213
