DimR	Family	Layer	Score
PCA	Glycoprotein hormone receptors	21	0.07
PCA	Glycoprotein hormone receptors	11	0.058
PCA	Glycoprotein hormone receptors	20	0.056
PCA	Glycoprotein hormone receptors	18	0.055
PCA	Glycoprotein hormone receptors	17	0.054
PCA	Glycoprotein hormone receptors	19	0.047
PCA	Glycoprotein hormone receptors	22	0.039
PCA	Glycoprotein hormone receptors	2	0.037
PCA	Glycoprotein hormone receptors	0	0.032
PCA	Glycoprotein hormone receptors	15	0.025
PCA	Glycoprotein hormone receptors	23	0.025
PCA	Glycoprotein hormone receptors	24	0.021
PCA	Glycoprotein hormone receptors	12	0.02
PCA	Glycoprotein hormone receptors	13	0.02
PCA	Glycoprotein hormone receptors	14	0.02
PCA	Glycoprotein hormone receptors	25	0.019
PCA	Glycoprotein hormone receptors	26	0.018
PCA	Glycoprotein hormone receptors	30	0.018
PCA	Glycoprotein hormone receptors	8	0.018
PCA	Glycoprotein hormone receptors	29	0.017
PCA	Glycoprotein hormone receptors	7	0.017
PCA	Glycoprotein hormone receptors	16	0.017
PCA	Glycoprotein hormone receptors	31	0.016
PCA	Glycoprotein hormone receptors	32	0.016
PCA	Glycoprotein hormone receptors	28	0.015
PCA	Glycoprotein hormone receptors	27	0.015
PCA	Glycoprotein hormone receptors	4	0.014
PCA	Glycoprotein hormone receptors	9	0.012
PCA	Glycoprotein hormone receptors	10	0.012
PCA	Glycoprotein hormone receptors	6	0.012
PCA	Glycoprotein hormone receptors	3	0.003
PCA	Glycoprotein hormone receptors	33	0.003
PCA	Glycoprotein hormone receptors	5	0.002
PCA	Glycoprotein hormone receptors	1	0.0
