DimR	Family	Layer	Score
PCA	Melatonin receptors	28	0.021
PCA	Melatonin receptors	27	0.021
PCA	Melatonin receptors	32	0.019
PCA	Melatonin receptors	31	0.019
PCA	Melatonin receptors	29	0.018
PCA	Melatonin receptors	30	0.017
PCA	Melatonin receptors	26	0.017
PCA	Melatonin receptors	25	0.016
PCA	Melatonin receptors	5	0.014
PCA	Melatonin receptors	24	0.014
PCA	Melatonin receptors	33	0.013
PCA	Melatonin receptors	23	0.012
PCA	Melatonin receptors	0	0.01
PCA	Melatonin receptors	2	0.009
PCA	Melatonin receptors	22	0.009
PCA	Melatonin receptors	19	0.008
PCA	Melatonin receptors	6	0.008
PCA	Melatonin receptors	17	0.007
PCA	Melatonin receptors	8	0.007
PCA	Melatonin receptors	16	0.007
PCA	Melatonin receptors	4	0.007
PCA	Melatonin receptors	18	0.007
PCA	Melatonin receptors	20	0.007
PCA	Melatonin receptors	7	0.007
PCA	Melatonin receptors	11	0.007
PCA	Melatonin receptors	13	0.006
PCA	Melatonin receptors	14	0.006
PCA	Melatonin receptors	21	0.006
PCA	Melatonin receptors	15	0.006
PCA	Melatonin receptors	12	0.006
PCA	Melatonin receptors	9	0.004
PCA	Melatonin receptors	10	0.004
PCA	Melatonin receptors	1	0.002
PCA	Melatonin receptors	3	0.0
