DimR	Family	Layer	Score
PCA	Neuropeptide Y receptors	6	0.015
PCA	Neuropeptide Y receptors	19	0.014
PCA	Neuropeptide Y receptors	17	0.013
PCA	Neuropeptide Y receptors	20	0.013
PCA	Neuropeptide Y receptors	7	0.013
PCA	Neuropeptide Y receptors	18	0.013
PCA	Neuropeptide Y receptors	16	0.013
PCA	Neuropeptide Y receptors	11	0.013
PCA	Neuropeptide Y receptors	13	0.012
PCA	Neuropeptide Y receptors	27	0.012
PCA	Neuropeptide Y receptors	28	0.012
PCA	Neuropeptide Y receptors	14	0.012
PCA	Neuropeptide Y receptors	12	0.012
PCA	Neuropeptide Y receptors	8	0.012
PCA	Neuropeptide Y receptors	15	0.011
PCA	Neuropeptide Y receptors	21	0.011
PCA	Neuropeptide Y receptors	31	0.01
PCA	Neuropeptide Y receptors	32	0.01
PCA	Neuropeptide Y receptors	29	0.009
PCA	Neuropeptide Y receptors	10	0.008
PCA	Neuropeptide Y receptors	9	0.008
PCA	Neuropeptide Y receptors	30	0.008
PCA	Neuropeptide Y receptors	26	0.008
PCA	Neuropeptide Y receptors	25	0.007
PCA	Neuropeptide Y receptors	5	0.005
PCA	Neuropeptide Y receptors	33	0.004
PCA	Neuropeptide Y receptors	23	0.003
PCA	Neuropeptide Y receptors	2	0.001
PCA	Neuropeptide Y receptors	0	0.001
PCA	Neuropeptide Y receptors	24	0.0
PCA	Neuropeptide Y receptors	22	0.0
PCA	Neuropeptide Y receptors	1	0.0
PCA	Neuropeptide Y receptors	4	0.0
PCA	Neuropeptide Y receptors	3	0.0
