DimR	Family	Layer	Score
PCA	Formylpeptide receptors	3	0.013
PCA	Formylpeptide receptors	0	0.01
PCA	Formylpeptide receptors	2	0.009
PCA	Formylpeptide receptors	22	0.009
PCA	Formylpeptide receptors	6	0.008
PCA	Formylpeptide receptors	19	0.008
PCA	Formylpeptide receptors	1	0.008
PCA	Formylpeptide receptors	11	0.007
PCA	Formylpeptide receptors	20	0.007
PCA	Formylpeptide receptors	18	0.007
PCA	Formylpeptide receptors	16	0.007
PCA	Formylpeptide receptors	17	0.007
PCA	Formylpeptide receptors	8	0.007
PCA	Formylpeptide receptors	7	0.007
PCA	Formylpeptide receptors	4	0.007
PCA	Formylpeptide receptors	12	0.006
PCA	Formylpeptide receptors	14	0.006
PCA	Formylpeptide receptors	15	0.006
PCA	Formylpeptide receptors	21	0.006
PCA	Formylpeptide receptors	13	0.006
PCA	Formylpeptide receptors	10	0.004
PCA	Formylpeptide receptors	9	0.004
PCA	Formylpeptide receptors	28	0.001
PCA	Formylpeptide receptors	27	0.001
PCA	Formylpeptide receptors	32	0.0
PCA	Formylpeptide receptors	31	0.0
PCA	Formylpeptide receptors	30	0.0
PCA	Formylpeptide receptors	29	0.0
PCA	Formylpeptide receptors	23	0.0
PCA	Formylpeptide receptors	26	0.0
PCA	Formylpeptide receptors	25	0.0
PCA	Formylpeptide receptors	24	0.0
PCA	Formylpeptide receptors	5	0.0
PCA	Formylpeptide receptors	33	0.0
