DimR	Family	Layer	Score
PCA	Tachykinin receptors	33	0.024
PCA	Tachykinin receptors	32	0.016
PCA	Tachykinin receptors	31	0.016
PCA	Tachykinin receptors	28	0.015
PCA	Tachykinin receptors	27	0.015
PCA	Tachykinin receptors	9	0.012
PCA	Tachykinin receptors	10	0.012
PCA	Tachykinin receptors	19	0.012
PCA	Tachykinin receptors	1	0.01
PCA	Tachykinin receptors	22	0.009
PCA	Tachykinin receptors	2	0.008
PCA	Tachykinin receptors	23	0.003
PCA	Tachykinin receptors	3	0.003
PCA	Tachykinin receptors	15	0.003
PCA	Tachykinin receptors	21	0.002
PCA	Tachykinin receptors	24	0.002
PCA	Tachykinin receptors	5	0.002
PCA	Tachykinin receptors	13	0.002
PCA	Tachykinin receptors	12	0.002
PCA	Tachykinin receptors	14	0.002
PCA	Tachykinin receptors	26	0.001
PCA	Tachykinin receptors	25	0.001
PCA	Tachykinin receptors	30	0.001
PCA	Tachykinin receptors	17	0.001
PCA	Tachykinin receptors	20	0.001
PCA	Tachykinin receptors	18	0.001
PCA	Tachykinin receptors	16	0.001
PCA	Tachykinin receptors	11	0.001
PCA	Tachykinin receptors	8	0.001
PCA	Tachykinin receptors	7	0.001
PCA	Tachykinin receptors	4	0.001
PCA	Tachykinin receptors	29	0.0
PCA	Tachykinin receptors	6	0.0
PCA	Tachykinin receptors	0	0.0
