DimR	Family	Layer	Score
PCA	Melanin-concentrating hormone receptors	3	0.013
PCA	Melanin-concentrating hormone receptors	22	0.009
PCA	Melanin-concentrating hormone receptors	19	0.008
PCA	Melanin-concentrating hormone receptors	6	0.008
PCA	Melanin-concentrating hormone receptors	1	0.008
PCA	Melanin-concentrating hormone receptors	17	0.007
PCA	Melanin-concentrating hormone receptors	20	0.007
PCA	Melanin-concentrating hormone receptors	18	0.007
PCA	Melanin-concentrating hormone receptors	16	0.007
PCA	Melanin-concentrating hormone receptors	11	0.007
PCA	Melanin-concentrating hormone receptors	8	0.007
PCA	Melanin-concentrating hormone receptors	7	0.007
PCA	Melanin-concentrating hormone receptors	12	0.006
PCA	Melanin-concentrating hormone receptors	13	0.006
PCA	Melanin-concentrating hormone receptors	14	0.006
PCA	Melanin-concentrating hormone receptors	15	0.006
PCA	Melanin-concentrating hormone receptors	21	0.006
PCA	Melanin-concentrating hormone receptors	10	0.004
PCA	Melanin-concentrating hormone receptors	9	0.004
PCA	Melanin-concentrating hormone receptors	4	0.004
PCA	Melanin-concentrating hormone receptors	27	0.001
PCA	Melanin-concentrating hormone receptors	28	0.001
PCA	Melanin-concentrating hormone receptors	0	0.001
PCA	Melanin-concentrating hormone receptors	2	0.001
PCA	Melanin-concentrating hormone receptors	23	0.0
PCA	Melanin-concentrating hormone receptors	24	0.0
PCA	Melanin-concentrating hormone receptors	25	0.0
PCA	Melanin-concentrating hormone receptors	26	0.0
PCA	Melanin-concentrating hormone receptors	5	0.0
PCA	Melanin-concentrating hormone receptors	29	0.0
PCA	Melanin-concentrating hormone receptors	30	0.0
PCA	Melanin-concentrating hormone receptors	31	0.0
PCA	Melanin-concentrating hormone receptors	32	0.0
PCA	Melanin-concentrating hormone receptors	33	0.0
