DimR	Family	Layer	Score
PCA	Chemokine receptors	0	0.072
PCA	Chemokine receptors	18	0.048
PCA	Chemokine receptors	20	0.047
PCA	Chemokine receptors	11	0.046
PCA	Chemokine receptors	13	0.044
PCA	Chemokine receptors	12	0.043
PCA	Chemokine receptors	14	0.043
PCA	Chemokine receptors	21	0.041
PCA	Chemokine receptors	15	0.039
PCA	Chemokine receptors	2	0.037
PCA	Chemokine receptors	22	0.033
PCA	Chemokine receptors	19	0.027
PCA	Chemokine receptors	17	0.022
PCA	Chemokine receptors	16	0.02
PCA	Chemokine receptors	7	0.02
PCA	Chemokine receptors	29	0.02
PCA	Chemokine receptors	33	0.019
PCA	Chemokine receptors	8	0.019
PCA	Chemokine receptors	27	0.019
PCA	Chemokine receptors	28	0.018
PCA	Chemokine receptors	26	0.017
PCA	Chemokine receptors	30	0.015
PCA	Chemokine receptors	32	0.014
PCA	Chemokine receptors	31	0.014
PCA	Chemokine receptors	25	0.014
PCA	Chemokine receptors	4	0.011
PCA	Chemokine receptors	24	0.009
PCA	Chemokine receptors	5	0.005
PCA	Chemokine receptors	23	0.004
PCA	Chemokine receptors	10	0.003
PCA	Chemokine receptors	3	0.002
PCA	Chemokine receptors	1	0.002
PCA	Chemokine receptors	6	0.001
PCA	Chemokine receptors	9	0.0
