DimR	Family	Layer	Score
PCA	Chemerin receptor	10	0.051
PCA	Chemerin receptor	9	0.049
PCA	Chemerin receptor	15	0.027
PCA	Chemerin receptor	21	0.025
PCA	Chemerin receptor	12	0.023
PCA	Chemerin receptor	14	0.023
PCA	Chemerin receptor	13	0.022
PCA	Chemerin receptor	7	0.021
PCA	Chemerin receptor	8	0.021
PCA	Chemerin receptor	11	0.021
PCA	Chemerin receptor	16	0.02
PCA	Chemerin receptor	20	0.02
PCA	Chemerin receptor	17	0.019
PCA	Chemerin receptor	18	0.019
PCA	Chemerin receptor	19	0.016
PCA	Chemerin receptor	6	0.016
PCA	Chemerin receptor	1	0.015
PCA	Chemerin receptor	22	0.014
PCA	Chemerin receptor	23	0.009
PCA	Chemerin receptor	33	0.008
PCA	Chemerin receptor	3	0.008
PCA	Chemerin receptor	5	0.007
PCA	Chemerin receptor	24	0.007
PCA	Chemerin receptor	25	0.007
PCA	Chemerin receptor	26	0.006
PCA	Chemerin receptor	29	0.006
PCA	Chemerin receptor	30	0.006
PCA	Chemerin receptor	31	0.006
PCA	Chemerin receptor	32	0.006
PCA	Chemerin receptor	2	0.005
PCA	Chemerin receptor	27	0.005
PCA	Chemerin receptor	28	0.005
PCA	Chemerin receptor	0	0.005
PCA	Chemerin receptor	4	0.004
