DimR	Family	Layer	Score
PCA	Adenosine receptors	0	0.019
PCA	Adenosine receptors	2	0.017
PCA	Adenosine receptors	22	0.016
PCA	Adenosine receptors	19	0.014
PCA	Adenosine receptors	16	0.013
PCA	Adenosine receptors	20	0.013
PCA	Adenosine receptors	18	0.013
PCA	Adenosine receptors	17	0.013
PCA	Adenosine receptors	21	0.011
PCA	Adenosine receptors	15	0.011
PCA	Adenosine receptors	10	0.008
PCA	Adenosine receptors	9	0.008
PCA	Adenosine receptors	33	0.007
PCA	Adenosine receptors	6	0.005
PCA	Adenosine receptors	5	0.005
PCA	Adenosine receptors	3	0.004
PCA	Adenosine receptors	30	0.003
PCA	Adenosine receptors	26	0.003
PCA	Adenosine receptors	32	0.002
PCA	Adenosine receptors	31	0.002
PCA	Adenosine receptors	29	0.002
PCA	Adenosine receptors	28	0.002
PCA	Adenosine receptors	27	0.001
PCA	Adenosine receptors	13	0.0
PCA	Adenosine receptors	25	0.0
PCA	Adenosine receptors	23	0.0
PCA	Adenosine receptors	24	0.0
PCA	Adenosine receptors	14	0.0
PCA	Adenosine receptors	11	0.0
PCA	Adenosine receptors	4	0.0
PCA	Adenosine receptors	1	0.0
PCA	Adenosine receptors	7	0.0
PCA	Adenosine receptors	12	0.0
PCA	Adenosine receptors	8	0.0
