DimR	Family	Layer	Score
PCA	Adrenoceptors	12	0.032
PCA	Adrenoceptors	14	0.032
PCA	Adrenoceptors	0	0.031
PCA	Adrenoceptors	13	0.031
PCA	Adrenoceptors	8	0.029
PCA	Adrenoceptors	7	0.027
PCA	Adrenoceptors	11	0.027
PCA	Adrenoceptors	15	0.022
PCA	Adrenoceptors	2	0.021
PCA	Adrenoceptors	32	0.018
PCA	Adrenoceptors	31	0.018
PCA	Adrenoceptors	19	0.018
PCA	Adrenoceptors	33	0.018
PCA	Adrenoceptors	28	0.016
PCA	Adrenoceptors	27	0.015
PCA	Adrenoceptors	16	0.012
PCA	Adrenoceptors	18	0.011
PCA	Adrenoceptors	20	0.011
PCA	Adrenoceptors	17	0.01
PCA	Adrenoceptors	4	0.009
PCA	Adrenoceptors	26	0.008
PCA	Adrenoceptors	21	0.007
PCA	Adrenoceptors	29	0.007
PCA	Adrenoceptors	6	0.006
PCA	Adrenoceptors	24	0.005
PCA	Adrenoceptors	25	0.003
PCA	Adrenoceptors	30	0.002
PCA	Adrenoceptors	23	0.002
PCA	Adrenoceptors	5	0.001
PCA	Adrenoceptors	1	0.001
PCA	Adrenoceptors	3	0.001
PCA	Adrenoceptors	9	0.0
PCA	Adrenoceptors	22	0.0
PCA	Adrenoceptors	10	0.0
