DimR	Family	Layer	Score
PCA	Histamine receptors	30	0.032
PCA	Histamine receptors	1	0.016
PCA	Histamine receptors	6	0.015
PCA	Histamine receptors	7	0.013
PCA	Histamine receptors	11	0.013
PCA	Histamine receptors	12	0.012
PCA	Histamine receptors	14	0.012
PCA	Histamine receptors	8	0.012
PCA	Histamine receptors	13	0.012
PCA	Histamine receptors	21	0.011
PCA	Histamine receptors	15	0.011
PCA	Histamine receptors	32	0.01
PCA	Histamine receptors	31	0.01
PCA	Histamine receptors	29	0.009
PCA	Histamine receptors	10	0.008
PCA	Histamine receptors	9	0.008
PCA	Histamine receptors	26	0.008
PCA	Histamine receptors	3	0.007
PCA	Histamine receptors	25	0.007
PCA	Histamine receptors	5	0.006
PCA	Histamine receptors	24	0.005
PCA	Histamine receptors	33	0.004
PCA	Histamine receptors	2	0.003
PCA	Histamine receptors	23	0.003
PCA	Histamine receptors	0	0.002
PCA	Histamine receptors	27	0.001
PCA	Histamine receptors	28	0.001
PCA	Histamine receptors	22	0.0
PCA	Histamine receptors	20	0.0
PCA	Histamine receptors	19	0.0
PCA	Histamine receptors	18	0.0
PCA	Histamine receptors	16	0.0
PCA	Histamine receptors	4	0.0
PCA	Histamine receptors	17	0.0
