DimR	Family	Layer	Score
PCA	Complement peptide receptors	1	0.012
PCA	Complement peptide receptors	6	0.011
PCA	Complement peptide receptors	20	0.01
PCA	Complement peptide receptors	11	0.01
PCA	Complement peptide receptors	7	0.01
PCA	Complement peptide receptors	8	0.01
PCA	Complement peptide receptors	14	0.009
PCA	Complement peptide receptors	13	0.009
PCA	Complement peptide receptors	12	0.009
PCA	Complement peptide receptors	21	0.009
PCA	Complement peptide receptors	15	0.008
PCA	Complement peptide receptors	10	0.006
PCA	Complement peptide receptors	9	0.006
PCA	Complement peptide receptors	3	0.003
PCA	Complement peptide receptors	33	0.003
PCA	Complement peptide receptors	5	0.002
PCA	Complement peptide receptors	24	0.002
PCA	Complement peptide receptors	26	0.001
PCA	Complement peptide receptors	25	0.001
PCA	Complement peptide receptors	30	0.001
PCA	Complement peptide receptors	23	0.001
PCA	Complement peptide receptors	17	0.001
PCA	Complement peptide receptors	18	0.001
PCA	Complement peptide receptors	16	0.001
PCA	Complement peptide receptors	4	0.001
PCA	Complement peptide receptors	22	0.0
PCA	Complement peptide receptors	19	0.0
PCA	Complement peptide receptors	27	0.0
PCA	Complement peptide receptors	28	0.0
PCA	Complement peptide receptors	29	0.0
PCA	Complement peptide receptors	2	0.0
PCA	Complement peptide receptors	31	0.0
PCA	Complement peptide receptors	32	0.0
PCA	Complement peptide receptors	0	0.0
