DimR	Family	Layer	Score
PCA	Melanocortin receptors	27	0.024
PCA	Melanocortin receptors	0	0.023
PCA	Melanocortin receptors	2	0.021
PCA	Melanocortin receptors	22	0.02
PCA	Melanocortin receptors	19	0.018
PCA	Melanocortin receptors	4	0.017
PCA	Melanocortin receptors	16	0.016
PCA	Melanocortin receptors	20	0.016
PCA	Melanocortin receptors	18	0.016
PCA	Melanocortin receptors	17	0.016
PCA	Melanocortin receptors	12	0.015
PCA	Melanocortin receptors	13	0.015
PCA	Melanocortin receptors	14	0.015
PCA	Melanocortin receptors	11	0.015
PCA	Melanocortin receptors	8	0.015
PCA	Melanocortin receptors	21	0.014
PCA	Melanocortin receptors	15	0.013
PCA	Melanocortin receptors	10	0.01
PCA	Melanocortin receptors	9	0.01
PCA	Melanocortin receptors	5	0.009
PCA	Melanocortin receptors	25	0.007
PCA	Melanocortin receptors	33	0.007
PCA	Melanocortin receptors	29	0.005
PCA	Melanocortin receptors	28	0.004
PCA	Melanocortin receptors	31	0.004
PCA	Melanocortin receptors	32	0.004
PCA	Melanocortin receptors	23	0.002
PCA	Melanocortin receptors	6	0.001
PCA	Melanocortin receptors	1	0.001
PCA	Melanocortin receptors	24	0.001
PCA	Melanocortin receptors	7	0.0
PCA	Melanocortin receptors	26	0.0
PCA	Melanocortin receptors	3	0.0
PCA	Melanocortin receptors	30	0.0
