DimR	Family	Layer	Score
PCA	Vasopressin and oxytocin receptors	1	0.02
PCA	Vasopressin and oxytocin receptors	28	0.012
PCA	Vasopressin and oxytocin receptors	27	0.012
PCA	Vasopressin and oxytocin receptors	32	0.01
PCA	Vasopressin and oxytocin receptors	31	0.01
PCA	Vasopressin and oxytocin receptors	7	0.009
PCA	Vasopressin and oxytocin receptors	29	0.009
PCA	Vasopressin and oxytocin receptors	30	0.008
PCA	Vasopressin and oxytocin receptors	26	0.008
PCA	Vasopressin and oxytocin receptors	4	0.007
PCA	Vasopressin and oxytocin receptors	9	0.007
PCA	Vasopressin and oxytocin receptors	10	0.007
PCA	Vasopressin and oxytocin receptors	6	0.005
PCA	Vasopressin and oxytocin receptors	33	0.004
PCA	Vasopressin and oxytocin receptors	3	0.004
PCA	Vasopressin and oxytocin receptors	21	0.001
PCA	Vasopressin and oxytocin receptors	0	0.001
PCA	Vasopressin and oxytocin receptors	2	0.001
PCA	Vasopressin and oxytocin receptors	15	0.001
PCA	Vasopressin and oxytocin receptors	16	0.0
PCA	Vasopressin and oxytocin receptors	14	0.0
PCA	Vasopressin and oxytocin receptors	5	0.0
PCA	Vasopressin and oxytocin receptors	8	0.0
PCA	Vasopressin and oxytocin receptors	11	0.0
PCA	Vasopressin and oxytocin receptors	12	0.0
PCA	Vasopressin and oxytocin receptors	13	0.0
PCA	Vasopressin and oxytocin receptors	25	0.0
PCA	Vasopressin and oxytocin receptors	18	0.0
PCA	Vasopressin and oxytocin receptors	24	0.0
PCA	Vasopressin and oxytocin receptors	23	0.0
PCA	Vasopressin and oxytocin receptors	22	0.0
PCA	Vasopressin and oxytocin receptors	20	0.0
PCA	Vasopressin and oxytocin receptors	19	0.0
PCA	Vasopressin and oxytocin receptors	17	0.0
