DimR	Family	Layer	Score
PCA	Bombesin receptors	23	0.017
PCA	Bombesin receptors	24	0.014
PCA	Bombesin receptors	25	0.013
PCA	Bombesin receptors	30	0.012
PCA	Bombesin receptors	26	0.012
PCA	Bombesin receptors	32	0.011
PCA	Bombesin receptors	31	0.011
PCA	Bombesin receptors	29	0.011
PCA	Bombesin receptors	28	0.01
PCA	Bombesin receptors	27	0.01
PCA	Bombesin receptors	0	0.01
PCA	Bombesin receptors	6	0.008
PCA	Bombesin receptors	11	0.007
PCA	Bombesin receptors	8	0.007
PCA	Bombesin receptors	7	0.007
PCA	Bombesin receptors	18	0.007
PCA	Bombesin receptors	20	0.007
PCA	Bombesin receptors	4	0.007
PCA	Bombesin receptors	13	0.006
PCA	Bombesin receptors	14	0.006
PCA	Bombesin receptors	15	0.006
PCA	Bombesin receptors	21	0.006
PCA	Bombesin receptors	12	0.006
PCA	Bombesin receptors	16	0.005
PCA	Bombesin receptors	17	0.004
PCA	Bombesin receptors	10	0.004
PCA	Bombesin receptors	9	0.004
PCA	Bombesin receptors	19	0.003
PCA	Bombesin receptors	22	0.002
PCA	Bombesin receptors	1	0.002
PCA	Bombesin receptors	2	0.001
PCA	Bombesin receptors	5	0.0
PCA	Bombesin receptors	3	0.0
PCA	Bombesin receptors	33	0.0
