DimR	Family	Layer	Score
PCA	GABA<sub>B</sub> receptors	21	0.048
PCA	GABA<sub>B</sub> receptors	11	0.04
PCA	GABA<sub>B</sub> receptors	16	0.039
PCA	GABA<sub>B</sub> receptors	20	0.038
PCA	GABA<sub>B</sub> receptors	18	0.038
PCA	GABA<sub>B</sub> receptors	17	0.037
PCA	GABA<sub>B</sub> receptors	19	0.032
PCA	GABA<sub>B</sub> receptors	22	0.027
PCA	GABA<sub>B</sub> receptors	2	0.025
PCA	GABA<sub>B</sub> receptors	0	0.022
PCA	GABA<sub>B</sub> receptors	23	0.017
PCA	GABA<sub>B</sub> receptors	3	0.016
PCA	GABA<sub>B</sub> receptors	24	0.014
PCA	GABA<sub>B</sub> receptors	25	0.013
PCA	GABA<sub>B</sub> receptors	26	0.012
PCA	GABA<sub>B</sub> receptors	30	0.012
PCA	GABA<sub>B</sub> receptors	31	0.011
PCA	GABA<sub>B</sub> receptors	29	0.011
PCA	GABA<sub>B</sub> receptors	32	0.011
PCA	GABA<sub>B</sub> receptors	28	0.01
PCA	GABA<sub>B</sub> receptors	27	0.01
PCA	GABA<sub>B</sub> receptors	1	0.008
PCA	GABA<sub>B</sub> receptors	15	0.008
PCA	GABA<sub>B</sub> receptors	14	0.006
PCA	GABA<sub>B</sub> receptors	13	0.006
PCA	GABA<sub>B</sub> receptors	12	0.006
PCA	GABA<sub>B</sub> receptors	7	0.005
PCA	GABA<sub>B</sub> receptors	8	0.005
PCA	GABA<sub>B</sub> receptors	10	0.004
PCA	GABA<sub>B</sub> receptors	9	0.004
PCA	GABA<sub>B</sub> receptors	4	0.004
PCA	GABA<sub>B</sub> receptors	6	0.003
PCA	GABA<sub>B</sub> receptors	5	0.0
PCA	GABA<sub>B</sub> receptors	33	0.0
