DimR	Family	Layer	Score
PCA	Trace amine receptor	10	0.051
PCA	Trace amine receptor	9	0.049
PCA	Trace amine receptor	15	0.027
PCA	Trace amine receptor	21	0.025
PCA	Trace amine receptor	14	0.023
PCA	Trace amine receptor	12	0.023
PCA	Trace amine receptor	13	0.022
PCA	Trace amine receptor	11	0.021
PCA	Trace amine receptor	7	0.021
PCA	Trace amine receptor	8	0.021
PCA	Trace amine receptor	16	0.02
PCA	Trace amine receptor	20	0.02
PCA	Trace amine receptor	18	0.019
PCA	Trace amine receptor	17	0.019
PCA	Trace amine receptor	6	0.016
PCA	Trace amine receptor	19	0.016
PCA	Trace amine receptor	22	0.014
PCA	Trace amine receptor	23	0.009
PCA	Trace amine receptor	3	0.008
PCA	Trace amine receptor	24	0.007
PCA	Trace amine receptor	25	0.007
PCA	Trace amine receptor	33	0.007
PCA	Trace amine receptor	5	0.007
PCA	Trace amine receptor	26	0.006
PCA	Trace amine receptor	29	0.006
PCA	Trace amine receptor	30	0.006
PCA	Trace amine receptor	31	0.006
PCA	Trace amine receptor	32	0.006
PCA	Trace amine receptor	2	0.005
PCA	Trace amine receptor	27	0.005
PCA	Trace amine receptor	28	0.005
PCA	Trace amine receptor	0	0.005
PCA	Trace amine receptor	1	0.004
PCA	Trace amine receptor	4	0.004
