DimR	Family	Layer	Score
PCA	Neurotensin receptors	1	0.029
PCA	Neurotensin receptors	3	0.013
PCA	Neurotensin receptors	22	0.009
PCA	Neurotensin receptors	2	0.009
PCA	Neurotensin receptors	19	0.008
PCA	Neurotensin receptors	6	0.008
PCA	Neurotensin receptors	16	0.007
PCA	Neurotensin receptors	20	0.007
PCA	Neurotensin receptors	18	0.007
PCA	Neurotensin receptors	17	0.007
PCA	Neurotensin receptors	8	0.007
PCA	Neurotensin receptors	7	0.007
PCA	Neurotensin receptors	11	0.007
PCA	Neurotensin receptors	12	0.006
PCA	Neurotensin receptors	13	0.006
PCA	Neurotensin receptors	14	0.006
PCA	Neurotensin receptors	15	0.006
PCA	Neurotensin receptors	21	0.006
PCA	Neurotensin receptors	10	0.004
PCA	Neurotensin receptors	9	0.004
PCA	Neurotensin receptors	4	0.004
PCA	Neurotensin receptors	27	0.001
PCA	Neurotensin receptors	28	0.001
PCA	Neurotensin receptors	0	0.001
PCA	Neurotensin receptors	24	0.0
PCA	Neurotensin receptors	25	0.0
PCA	Neurotensin receptors	26	0.0
PCA	Neurotensin receptors	23	0.0
PCA	Neurotensin receptors	5	0.0
PCA	Neurotensin receptors	29	0.0
PCA	Neurotensin receptors	30	0.0
PCA	Neurotensin receptors	31	0.0
PCA	Neurotensin receptors	32	0.0
PCA	Neurotensin receptors	33	0.0
