DimR	Family	Layer	Score
PCA	Neuropeptide FF/neuropeptide AF receptors	2	0.025
PCA	Neuropeptide FF/neuropeptide AF receptors	0	0.022
PCA	Neuropeptide FF/neuropeptide AF receptors	33	0.016
PCA	Neuropeptide FF/neuropeptide AF receptors	5	0.015
PCA	Neuropeptide FF/neuropeptide AF receptors	32	0.011
PCA	Neuropeptide FF/neuropeptide AF receptors	31	0.011
PCA	Neuropeptide FF/neuropeptide AF receptors	29	0.011
PCA	Neuropeptide FF/neuropeptide AF receptors	27	0.01
PCA	Neuropeptide FF/neuropeptide AF receptors	28	0.01
PCA	Neuropeptide FF/neuropeptide AF receptors	6	0.008
PCA	Neuropeptide FF/neuropeptide AF receptors	18	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	17	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	11	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	8	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	7	0.007
PCA	Neuropeptide FF/neuropeptide AF receptors	12	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	21	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	14	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	15	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	13	0.006
PCA	Neuropeptide FF/neuropeptide AF receptors	16	0.005
PCA	Neuropeptide FF/neuropeptide AF receptors	20	0.004
PCA	Neuropeptide FF/neuropeptide AF receptors	9	0.004
PCA	Neuropeptide FF/neuropeptide AF receptors	4	0.004
PCA	Neuropeptide FF/neuropeptide AF receptors	10	0.004
PCA	Neuropeptide FF/neuropeptide AF receptors	19	0.003
PCA	Neuropeptide FF/neuropeptide AF receptors	22	0.002
PCA	Neuropeptide FF/neuropeptide AF receptors	1	0.002
PCA	Neuropeptide FF/neuropeptide AF receptors	30	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	23	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	26	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	25	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	24	0.0
PCA	Neuropeptide FF/neuropeptide AF receptors	3	0.0
