DimR	Family	Layer	Score
PCA	Orexin receptors	0	0.022
PCA	Orexin receptors	3	0.016
PCA	Orexin receptors	22	0.009
PCA	Orexin receptors	19	0.008
PCA	Orexin receptors	6	0.008
PCA	Orexin receptors	1	0.008
PCA	Orexin receptors	16	0.007
PCA	Orexin receptors	18	0.007
PCA	Orexin receptors	17	0.007
PCA	Orexin receptors	4	0.007
PCA	Orexin receptors	21	0.006
PCA	Orexin receptors	12	0.006
PCA	Orexin receptors	13	0.006
PCA	Orexin receptors	14	0.006
PCA	Orexin receptors	15	0.006
PCA	Orexin receptors	11	0.005
PCA	Orexin receptors	8	0.005
PCA	Orexin receptors	7	0.005
PCA	Orexin receptors	20	0.004
PCA	Orexin receptors	10	0.004
PCA	Orexin receptors	9	0.004
PCA	Orexin receptors	2	0.001
PCA	Orexin receptors	27	0.001
PCA	Orexin receptors	28	0.001
PCA	Orexin receptors	5	0.0
PCA	Orexin receptors	23	0.0
PCA	Orexin receptors	24	0.0
PCA	Orexin receptors	25	0.0
PCA	Orexin receptors	26	0.0
PCA	Orexin receptors	29	0.0
PCA	Orexin receptors	30	0.0
PCA	Orexin receptors	31	0.0
PCA	Orexin receptors	32	0.0
PCA	Orexin receptors	33	0.0
