DimR	Family	Layer	Score
PCA	VIP and PACAP receptors	0	0.032
PCA	VIP and PACAP receptors	5	0.02
PCA	VIP and PACAP receptors	25	0.019
PCA	VIP and PACAP receptors	26	0.018
PCA	VIP and PACAP receptors	30	0.018
PCA	VIP and PACAP receptors	8	0.018
PCA	VIP and PACAP receptors	29	0.017
PCA	VIP and PACAP receptors	7	0.017
PCA	VIP and PACAP receptors	32	0.016
PCA	VIP and PACAP receptors	31	0.016
PCA	VIP and PACAP receptors	28	0.015
PCA	VIP and PACAP receptors	27	0.015
PCA	VIP and PACAP receptors	9	0.012
PCA	VIP and PACAP receptors	6	0.012
PCA	VIP and PACAP receptors	19	0.012
PCA	VIP and PACAP receptors	4	0.011
PCA	VIP and PACAP receptors	1	0.01
PCA	VIP and PACAP receptors	21	0.009
PCA	VIP and PACAP receptors	22	0.009
PCA	VIP and PACAP receptors	2	0.008
PCA	VIP and PACAP receptors	10	0.006
PCA	VIP and PACAP receptors	15	0.003
PCA	VIP and PACAP receptors	23	0.003
PCA	VIP and PACAP receptors	3	0.003
PCA	VIP and PACAP receptors	12	0.002
PCA	VIP and PACAP receptors	13	0.002
PCA	VIP and PACAP receptors	24	0.002
PCA	VIP and PACAP receptors	14	0.002
PCA	VIP and PACAP receptors	17	0.001
PCA	VIP and PACAP receptors	20	0.001
PCA	VIP and PACAP receptors	18	0.001
PCA	VIP and PACAP receptors	16	0.001
PCA	VIP and PACAP receptors	11	0.001
PCA	VIP and PACAP receptors	33	0.001
