DimR	Family	Layer	Score
PCA	Endothelin receptors	1	0.029
PCA	Endothelin receptors	0	0.022
PCA	Endothelin receptors	10	0.022
PCA	Endothelin receptors	9	0.021
PCA	Endothelin receptors	2	0.009
PCA	Endothelin receptors	15	0.008
PCA	Endothelin receptors	21	0.007
PCA	Endothelin receptors	12	0.006
PCA	Endothelin receptors	13	0.006
PCA	Endothelin receptors	14	0.006
PCA	Endothelin receptors	16	0.005
PCA	Endothelin receptors	7	0.005
PCA	Endothelin receptors	8	0.005
PCA	Endothelin receptors	11	0.005
PCA	Endothelin receptors	20	0.004
PCA	Endothelin receptors	18	0.004
PCA	Endothelin receptors	17	0.004
PCA	Endothelin receptors	4	0.004
PCA	Endothelin receptors	6	0.003
PCA	Endothelin receptors	19	0.003
PCA	Endothelin receptors	22	0.002
PCA	Endothelin receptors	27	0.001
PCA	Endothelin receptors	28	0.001
PCA	Endothelin receptors	32	0.0
PCA	Endothelin receptors	31	0.0
PCA	Endothelin receptors	30	0.0
PCA	Endothelin receptors	29	0.0
PCA	Endothelin receptors	25	0.0
PCA	Endothelin receptors	26	0.0
PCA	Endothelin receptors	5	0.0
PCA	Endothelin receptors	24	0.0
PCA	Endothelin receptors	23	0.0
PCA	Endothelin receptors	3	0.0
PCA	Endothelin receptors	33	0.0
