DimR	Family	Layer	Score
PCA	Lysophospholipid (S1P) receptors	23	0.029
PCA	Lysophospholipid (S1P) receptors	0	0.023
PCA	Lysophospholipid (S1P) receptors	2	0.021
PCA	Lysophospholipid (S1P) receptors	27	0.02
PCA	Lysophospholipid (S1P) receptors	22	0.02
PCA	Lysophospholipid (S1P) receptors	28	0.019
PCA	Lysophospholipid (S1P) receptors	6	0.018
PCA	Lysophospholipid (S1P) receptors	19	0.018
PCA	Lysophospholipid (S1P) receptors	16	0.016
PCA	Lysophospholipid (S1P) receptors	20	0.016
PCA	Lysophospholipid (S1P) receptors	18	0.016
PCA	Lysophospholipid (S1P) receptors	17	0.016
PCA	Lysophospholipid (S1P) receptors	12	0.015
PCA	Lysophospholipid (S1P) receptors	14	0.015
PCA	Lysophospholipid (S1P) receptors	11	0.015
PCA	Lysophospholipid (S1P) receptors	29	0.015
PCA	Lysophospholipid (S1P) receptors	8	0.015
PCA	Lysophospholipid (S1P) receptors	7	0.015
PCA	Lysophospholipid (S1P) receptors	13	0.015
PCA	Lysophospholipid (S1P) receptors	26	0.014
PCA	Lysophospholipid (S1P) receptors	21	0.014
PCA	Lysophospholipid (S1P) receptors	15	0.013
PCA	Lysophospholipid (S1P) receptors	30	0.013
PCA	Lysophospholipid (S1P) receptors	25	0.012
PCA	Lysophospholipid (S1P) receptors	5	0.01
PCA	Lysophospholipid (S1P) receptors	24	0.01
PCA	Lysophospholipid (S1P) receptors	9	0.01
PCA	Lysophospholipid (S1P) receptors	10	0.01
PCA	Lysophospholipid (S1P) receptors	31	0.004
PCA	Lysophospholipid (S1P) receptors	32	0.004
PCA	Lysophospholipid (S1P) receptors	4	0.003
PCA	Lysophospholipid (S1P) receptors	1	0.001
PCA	Lysophospholipid (S1P) receptors	3	0.0
PCA	Lysophospholipid (S1P) receptors	33	0.0
