DimR	Family	Layer	Score
PCA	Galanin receptors	0	0.015
PCA	Galanin receptors	2	0.013
PCA	Galanin receptors	22	0.012
PCA	Galanin receptors	19	0.011
PCA	Galanin receptors	11	0.01
PCA	Galanin receptors	20	0.01
PCA	Galanin receptors	18	0.01
PCA	Galanin receptors	1	0.01
PCA	Galanin receptors	16	0.01
PCA	Galanin receptors	17	0.01
PCA	Galanin receptors	8	0.01
PCA	Galanin receptors	7	0.01
PCA	Galanin receptors	12	0.009
PCA	Galanin receptors	13	0.009
PCA	Galanin receptors	14	0.009
PCA	Galanin receptors	21	0.009
PCA	Galanin receptors	15	0.008
PCA	Galanin receptors	10	0.006
PCA	Galanin receptors	9	0.006
PCA	Galanin receptors	24	0.002
PCA	Galanin receptors	5	0.002
PCA	Galanin receptors	30	0.001
PCA	Galanin receptors	26	0.001
PCA	Galanin receptors	25	0.001
PCA	Galanin receptors	3	0.001
PCA	Galanin receptors	23	0.001
PCA	Galanin receptors	4	0.001
PCA	Galanin receptors	33	0.001
PCA	Galanin receptors	27	0.0
PCA	Galanin receptors	28	0.0
PCA	Galanin receptors	29	0.0
PCA	Galanin receptors	6	0.0
PCA	Galanin receptors	31	0.0
PCA	Galanin receptors	32	0.0
