DimR	Family	Layer	Score
PCA	Free fatty acid receptors	0	0.023
PCA	Free fatty acid receptors	2	0.021
PCA	Free fatty acid receptors	22	0.02
PCA	Free fatty acid receptors	19	0.018
PCA	Free fatty acid receptors	4	0.017
PCA	Free fatty acid receptors	16	0.016
PCA	Free fatty acid receptors	20	0.016
PCA	Free fatty acid receptors	18	0.016
PCA	Free fatty acid receptors	17	0.016
PCA	Free fatty acid receptors	11	0.015
PCA	Free fatty acid receptors	12	0.015
PCA	Free fatty acid receptors	13	0.015
PCA	Free fatty acid receptors	14	0.015
PCA	Free fatty acid receptors	8	0.015
PCA	Free fatty acid receptors	21	0.014
PCA	Free fatty acid receptors	15	0.013
PCA	Free fatty acid receptors	10	0.01
PCA	Free fatty acid receptors	9	0.01
PCA	Free fatty acid receptors	33	0.007
PCA	Free fatty acid receptors	27	0.005
PCA	Free fatty acid receptors	28	0.005
PCA	Free fatty acid receptors	31	0.004
PCA	Free fatty acid receptors	32	0.004
PCA	Free fatty acid receptors	26	0.003
PCA	Free fatty acid receptors	29	0.003
PCA	Free fatty acid receptors	25	0.002
PCA	Free fatty acid receptors	30	0.002
PCA	Free fatty acid receptors	6	0.001
PCA	Free fatty acid receptors	5	0.001
PCA	Free fatty acid receptors	1	0.001
PCA	Free fatty acid receptors	24	0.001
PCA	Free fatty acid receptors	7	0.0
PCA	Free fatty acid receptors	3	0.0
PCA	Free fatty acid receptors	23	0.0
