DimR	Family	Layer	Score
PCA	Ghrelin receptor	28	0.011
PCA	Ghrelin receptor	27	0.011
PCA	Ghrelin receptor	32	0.01
PCA	Ghrelin receptor	31	0.01
PCA	Ghrelin receptor	30	0.009
PCA	Ghrelin receptor	29	0.009
PCA	Ghrelin receptor	26	0.009
PCA	Ghrelin receptor	3	0.008
PCA	Ghrelin receptor	5	0.008
PCA	Ghrelin receptor	25	0.008
PCA	Ghrelin receptor	33	0.007
PCA	Ghrelin receptor	24	0.007
PCA	Ghrelin receptor	23	0.006
PCA	Ghrelin receptor	0	0.005
PCA	Ghrelin receptor	2	0.005
PCA	Ghrelin receptor	17	0.004
PCA	Ghrelin receptor	1	0.004
PCA	Ghrelin receptor	18	0.004
PCA	Ghrelin receptor	19	0.004
PCA	Ghrelin receptor	20	0.004
PCA	Ghrelin receptor	4	0.004
PCA	Ghrelin receptor	22	0.004
PCA	Ghrelin receptor	6	0.004
PCA	Ghrelin receptor	8	0.003
PCA	Ghrelin receptor	7	0.003
PCA	Ghrelin receptor	14	0.003
PCA	Ghrelin receptor	11	0.003
PCA	Ghrelin receptor	15	0.003
PCA	Ghrelin receptor	13	0.003
PCA	Ghrelin receptor	21	0.003
PCA	Ghrelin receptor	16	0.003
PCA	Ghrelin receptor	12	0.003
PCA	Ghrelin receptor	10	0.002
PCA	Ghrelin receptor	9	0.002
