DimR	Family	Layer	Score
PCA	Kisspeptin receptor	4	0.018
PCA	Kisspeptin receptor	28	0.011
PCA	Kisspeptin receptor	27	0.011
PCA	Kisspeptin receptor	32	0.01
PCA	Kisspeptin receptor	31	0.01
PCA	Kisspeptin receptor	30	0.009
PCA	Kisspeptin receptor	29	0.009
PCA	Kisspeptin receptor	26	0.009
PCA	Kisspeptin receptor	5	0.008
PCA	Kisspeptin receptor	25	0.008
PCA	Kisspeptin receptor	33	0.007
PCA	Kisspeptin receptor	3	0.007
PCA	Kisspeptin receptor	24	0.007
PCA	Kisspeptin receptor	23	0.006
PCA	Kisspeptin receptor	0	0.005
PCA	Kisspeptin receptor	2	0.005
PCA	Kisspeptin receptor	17	0.004
PCA	Kisspeptin receptor	1	0.004
PCA	Kisspeptin receptor	18	0.004
PCA	Kisspeptin receptor	19	0.004
PCA	Kisspeptin receptor	20	0.004
PCA	Kisspeptin receptor	22	0.004
PCA	Kisspeptin receptor	6	0.004
PCA	Kisspeptin receptor	11	0.003
PCA	Kisspeptin receptor	7	0.003
PCA	Kisspeptin receptor	8	0.003
PCA	Kisspeptin receptor	15	0.003
PCA	Kisspeptin receptor	12	0.003
PCA	Kisspeptin receptor	16	0.003
PCA	Kisspeptin receptor	14	0.003
PCA	Kisspeptin receptor	21	0.003
PCA	Kisspeptin receptor	13	0.003
PCA	Kisspeptin receptor	10	0.002
PCA	Kisspeptin receptor	9	0.002
