DimR	Family	Layer	Score
PCA	Class Frizzled GPCRs	16	0.183
PCA	Class Frizzled GPCRs	18	0.177
PCA	Class Frizzled GPCRs	17	0.173
PCA	Class Frizzled GPCRs	19	0.152
PCA	Class Frizzled GPCRs	20	0.13
PCA	Class Frizzled GPCRs	22	0.128
PCA	Class Frizzled GPCRs	2	0.119
PCA	Class Frizzled GPCRs	13	0.11
PCA	Class Frizzled GPCRs	0	0.104
PCA	Class Frizzled GPCRs	15	0.1
PCA	Class Frizzled GPCRs	21	0.092
PCA	Class Frizzled GPCRs	14	0.082
PCA	Class Frizzled GPCRs	24	0.068
PCA	Class Frizzled GPCRs	25	0.061
PCA	Class Frizzled GPCRs	30	0.059
PCA	Class Frizzled GPCRs	26	0.057
PCA	Class Frizzled GPCRs	12	0.057
PCA	Class Frizzled GPCRs	29	0.054
PCA	Class Frizzled GPCRs	31	0.053
PCA	Class Frizzled GPCRs	32	0.052
PCA	Class Frizzled GPCRs	8	0.052
PCA	Class Frizzled GPCRs	7	0.049
PCA	Class Frizzled GPCRs	28	0.049
PCA	Class Frizzled GPCRs	11	0.049
PCA	Class Frizzled GPCRs	27	0.048
PCA	Class Frizzled GPCRs	23	0.048
PCA	Class Frizzled GPCRs	6	0.032
PCA	Class Frizzled GPCRs	33	0.028
PCA	Class Frizzled GPCRs	4	0.024
PCA	Class Frizzled GPCRs	10	0.022
PCA	Class Frizzled GPCRs	9	0.005
PCA	Class Frizzled GPCRs	1	0.004
PCA	Class Frizzled GPCRs	3	0.0
PCA	Class Frizzled GPCRs	5	0.0
