DimR	Family	Layer	Score
PCA	Corticotropin-releasing factor receptors	3	0.013
PCA	Corticotropin-releasing factor receptors	28	0.01
PCA	Corticotropin-releasing factor receptors	27	0.01
PCA	Corticotropin-releasing factor receptors	6	0.008
PCA	Corticotropin-releasing factor receptors	19	0.008
PCA	Corticotropin-releasing factor receptors	17	0.007
PCA	Corticotropin-releasing factor receptors	16	0.007
PCA	Corticotropin-releasing factor receptors	20	0.007
PCA	Corticotropin-releasing factor receptors	18	0.007
PCA	Corticotropin-releasing factor receptors	11	0.007
PCA	Corticotropin-releasing factor receptors	8	0.007
PCA	Corticotropin-releasing factor receptors	7	0.007
PCA	Corticotropin-releasing factor receptors	12	0.006
PCA	Corticotropin-releasing factor receptors	13	0.006
PCA	Corticotropin-releasing factor receptors	14	0.006
PCA	Corticotropin-releasing factor receptors	15	0.006
PCA	Corticotropin-releasing factor receptors	21	0.006
PCA	Corticotropin-releasing factor receptors	10	0.004
PCA	Corticotropin-releasing factor receptors	9	0.004
PCA	Corticotropin-releasing factor receptors	4	0.004
PCA	Corticotropin-releasing factor receptors	22	0.002
PCA	Corticotropin-releasing factor receptors	1	0.002
PCA	Corticotropin-releasing factor receptors	0	0.001
PCA	Corticotropin-releasing factor receptors	2	0.001
PCA	Corticotropin-releasing factor receptors	23	0.0
PCA	Corticotropin-releasing factor receptors	24	0.0
PCA	Corticotropin-releasing factor receptors	25	0.0
PCA	Corticotropin-releasing factor receptors	26	0.0
PCA	Corticotropin-releasing factor receptors	5	0.0
PCA	Corticotropin-releasing factor receptors	29	0.0
PCA	Corticotropin-releasing factor receptors	30	0.0
PCA	Corticotropin-releasing factor receptors	31	0.0
PCA	Corticotropin-releasing factor receptors	32	0.0
PCA	Corticotropin-releasing factor receptors	33	0.0
