DimR	Family	Layer	Score
PCA	Prokineticin receptors	33	0.016
PCA	Prokineticin receptors	3	0.013
PCA	Prokineticin receptors	0	0.01
PCA	Prokineticin receptors	2	0.009
PCA	Prokineticin receptors	6	0.008
PCA	Prokineticin receptors	19	0.008
PCA	Prokineticin receptors	1	0.008
PCA	Prokineticin receptors	11	0.007
PCA	Prokineticin receptors	20	0.007
PCA	Prokineticin receptors	4	0.007
PCA	Prokineticin receptors	16	0.007
PCA	Prokineticin receptors	18	0.007
PCA	Prokineticin receptors	17	0.007
PCA	Prokineticin receptors	8	0.007
PCA	Prokineticin receptors	7	0.007
PCA	Prokineticin receptors	13	0.006
PCA	Prokineticin receptors	21	0.006
PCA	Prokineticin receptors	12	0.006
PCA	Prokineticin receptors	15	0.006
PCA	Prokineticin receptors	14	0.006
PCA	Prokineticin receptors	9	0.004
PCA	Prokineticin receptors	10	0.004
PCA	Prokineticin receptors	22	0.002
PCA	Prokineticin receptors	27	0.001
PCA	Prokineticin receptors	28	0.001
PCA	Prokineticin receptors	5	0.0
PCA	Prokineticin receptors	24	0.0
PCA	Prokineticin receptors	25	0.0
PCA	Prokineticin receptors	26	0.0
PCA	Prokineticin receptors	29	0.0
PCA	Prokineticin receptors	30	0.0
PCA	Prokineticin receptors	31	0.0
PCA	Prokineticin receptors	32	0.0
PCA	Prokineticin receptors	23	0.0
