DimR	Family	Layer	Score
PCA	Cholecystokinin receptors	2	0.025
PCA	Cholecystokinin receptors	0	0.022
PCA	Cholecystokinin receptors	3	0.016
PCA	Cholecystokinin receptors	33	0.016
PCA	Cholecystokinin receptors	5	0.014
PCA	Cholecystokinin receptors	32	0.011
PCA	Cholecystokinin receptors	19	0.008
PCA	Cholecystokinin receptors	6	0.008
PCA	Cholecystokinin receptors	1	0.008
PCA	Cholecystokinin receptors	16	0.007
PCA	Cholecystokinin receptors	20	0.007
PCA	Cholecystokinin receptors	18	0.007
PCA	Cholecystokinin receptors	4	0.007
PCA	Cholecystokinin receptors	17	0.007
PCA	Cholecystokinin receptors	8	0.007
PCA	Cholecystokinin receptors	7	0.007
PCA	Cholecystokinin receptors	11	0.007
PCA	Cholecystokinin receptors	14	0.006
PCA	Cholecystokinin receptors	21	0.006
PCA	Cholecystokinin receptors	13	0.006
PCA	Cholecystokinin receptors	12	0.006
PCA	Cholecystokinin receptors	15	0.006
PCA	Cholecystokinin receptors	9	0.004
PCA	Cholecystokinin receptors	10	0.004
PCA	Cholecystokinin receptors	22	0.002
PCA	Cholecystokinin receptors	27	0.001
PCA	Cholecystokinin receptors	28	0.001
PCA	Cholecystokinin receptors	24	0.0
PCA	Cholecystokinin receptors	25	0.0
PCA	Cholecystokinin receptors	26	0.0
PCA	Cholecystokinin receptors	29	0.0
PCA	Cholecystokinin receptors	30	0.0
PCA	Cholecystokinin receptors	31	0.0
PCA	Cholecystokinin receptors	23	0.0
