DimR	Family	Layer	Score
PCA	Bile acid receptor	1	0.015
PCA	Bile acid receptor	28	0.011
PCA	Bile acid receptor	27	0.011
PCA	Bile acid receptor	32	0.01
PCA	Bile acid receptor	31	0.01
PCA	Bile acid receptor	30	0.009
PCA	Bile acid receptor	29	0.009
PCA	Bile acid receptor	26	0.009
PCA	Bile acid receptor	3	0.008
PCA	Bile acid receptor	25	0.008
PCA	Bile acid receptor	33	0.007
PCA	Bile acid receptor	5	0.007
PCA	Bile acid receptor	24	0.007
PCA	Bile acid receptor	23	0.006
PCA	Bile acid receptor	0	0.005
PCA	Bile acid receptor	2	0.005
PCA	Bile acid receptor	17	0.004
PCA	Bile acid receptor	18	0.004
PCA	Bile acid receptor	19	0.004
PCA	Bile acid receptor	20	0.004
PCA	Bile acid receptor	4	0.004
PCA	Bile acid receptor	22	0.004
PCA	Bile acid receptor	6	0.004
PCA	Bile acid receptor	8	0.003
PCA	Bile acid receptor	7	0.003
PCA	Bile acid receptor	15	0.003
PCA	Bile acid receptor	11	0.003
PCA	Bile acid receptor	16	0.003
PCA	Bile acid receptor	13	0.003
PCA	Bile acid receptor	21	0.003
PCA	Bile acid receptor	14	0.003
PCA	Bile acid receptor	12	0.003
PCA	Bile acid receptor	10	0.002
PCA	Bile acid receptor	9	0.002
