DimR	Family	Layer	Score
PCA	Glucagon receptor family	0	0.061
PCA	Glucagon receptor family	22	0.038
PCA	Glucagon receptor family	4	0.02
PCA	Glucagon receptor family	23	0.019
PCA	Glucagon receptor family	2	0.015
PCA	Glucagon receptor family	24	0.014
PCA	Glucagon receptor family	20	0.012
PCA	Glucagon receptor family	25	0.011
PCA	Glucagon receptor family	26	0.01
PCA	Glucagon receptor family	30	0.01
PCA	Glucagon receptor family	29	0.009
PCA	Glucagon receptor family	19	0.008
PCA	Glucagon receptor family	31	0.008
PCA	Glucagon receptor family	32	0.008
PCA	Glucagon receptor family	28	0.006
PCA	Glucagon receptor family	15	0.006
PCA	Glucagon receptor family	27	0.006
PCA	Glucagon receptor family	21	0.005
PCA	Glucagon receptor family	33	0.005
PCA	Glucagon receptor family	3	0.005
PCA	Glucagon receptor family	14	0.003
PCA	Glucagon receptor family	13	0.003
PCA	Glucagon receptor family	12	0.003
PCA	Glucagon receptor family	8	0.003
PCA	Glucagon receptor family	5	0.003
PCA	Glucagon receptor family	18	0.002
PCA	Glucagon receptor family	16	0.002
PCA	Glucagon receptor family	11	0.002
PCA	Glucagon receptor family	10	0.002
PCA	Glucagon receptor family	9	0.002
PCA	Glucagon receptor family	6	0.002
PCA	Glucagon receptor family	17	0.002
PCA	Glucagon receptor family	7	0.001
PCA	Glucagon receptor family	1	0.0
