Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-21.2688387228378	16.6282347203813
LGR6	-	-	-	-	NA	classA	-37.7868727436748	-3.63076014219451
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-5.14739031464517	37.0942462406511
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-21.7363566768007	17.7724573529275
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-5.39381314409492	36.9734714855564
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	33.3666509160364	23.9052522124321
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	38.192448804282	18.6057265653625
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	38.9752231531281	17.3924897317851
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-35.5347325823035	13.4867568346261
ADGRF1	-	-	-	-	NA	classB	37.9932558346185	17.7994761939907
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-21.111710909083	17.7403320592797
LGR5	-	-	-	-	NA	classA	-2.43900450223185	-37.2600883090304
ADGRE1	-	-	-	-	NA	classB	36.6898798504477	20.0516266252269
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	39.2624504611294	19.6847936886205
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-37.8637256695943	-2.62114524459637
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	36.8362842825522	20.6176480269372
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	34.3891578309309	26.0926948740863
TAS1R3	-	-	-	-	NA	classC	34.8783476261244	25.3726784708013
TAS1R1	-	-	-	-	NA	classC	34.2038403684243	24.6750811871474
TAS1R2	-	-	-	-	NA	classC	-2.22886038277727	-36.3750528677696
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-2.87749190258728	-36.200820044379
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-23.4503431521507	-16.1312590055173
GPR156	-	-	-	-	NA	classC	-34.6274280081673	14.036991868236
ADGRG7	-	-	-	-	NA	classB	-28.0096809579933	-26.0490212231386
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-12.7812234890324	-35.4208501572656
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-17.7523039846596	17.2684232078181
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	19.032802905594	0.317974691975406
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	-23.5764796190518	-14.7668058658338
GPR149	-	-	-	-	NA	classA	-37.3305146391434	12.5221895323867
ADGRF2	-	-	-	-	NA	classB	-27.0909557741272	-27.0663329437599
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-13.7421024189424	-35.4663221181351
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-36.4772792872818	12.9804634574541
ADGRF4	-	-	-	-	NA	classB	-13.1716495938121	-34.7515324274984
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-28.8733325211755	-33.0041846415594
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-37.7717248993356	0.66442486916896
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-32.3524333118774	15.5272756567348
ADGRL4	-	-	-	-	NA	classB	-26.5503610876475	-27.5719295185909
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-31.7166632068634	15.8254228990746
ADGRE3	-	-	-	-	NA	classB	-30.6770707309347	-32.6086102470187
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	29.6423923114472	-26.5238632057333
GPR50	-	-	-	-	NA	classA	-8.48180521835165	-20.3646962494294
GPR37	Coupled	-	-	-	Class A Orphans	classA	-27.200872975747	-14.9486040821664
GPR153	-	-	-	-	NA	classA	-35.8712126316319	2.25620056533563
GPR107	-	-	-	-	NA	Other	-20.9775164833865	28.1068066397516
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	-31.2077795984057	-29.6559424270981
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	20.937837487724	-27.7855058006661
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-26.9721285408381	-14.4139437609293
GPR162	-	-	-	-	NA	classA	-29.1113502632165	-30.5063563514578
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-29.3936849461865	-29.3015163949718
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-31.8152879280857	-31.6661865347296
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	15.4035004625089	-17.5413906181951
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-31.328730755532	-31.2611553570883
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-29.1615594724215	-13.0154117628385
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-18.0835020885746	31.5317918636588
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-20.9824051378361	28.77653799681
PTH2R	-	Coupled	-	-	NA	classB	-38.1953032652011	-0.215925912793062
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	-24.5030332284361	-8.2511292332449
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	-30.1736376242691	-28.6289035842809
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	20.0990066675606	-26.2592241266672
CHRM5	Not-coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-25.0939203615845	-13.5062298070458
GPR161	-	-	-	-	NA	classA	-38.7589431890057	0.571912647036817
ADGRG5	-	-	-	-	NA	classB	-9.26869544344176	-15.9950332334679
NPFFR2	Coupled	Coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	12.3259477991987	-16.2984183254865
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-22.7025255319243	-12.0290432934317
GPR176	-	-	-	-	NA	classA	27.1431991761007	-26.6140319930426
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	2.48960167921086	-13.8032635156936
GPR135	-	-	-	-	NA	classA	-22.5700980288852	-7.78827915068924
PTGER4	Coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	18.8121046022333	-26.594897094404
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	12.2686370312081	-32.2238911197939
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	-12.6585419270558	-14.1288790481438
HTR2B	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-7.54150119717993	-19.6191158861468
GPR37L1	Coupled	-	-	-	Class A Orphans	classA	21.9289242218586	-26.3314691373425
CHRM4	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-11.1132481283099	-14.0693126723298
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	-12.1735426800699	-4.07667167067193
OPN4	Coupled	-	-	-	Class A Orphans	classA	-19.0827191178762	33.610542798442
