Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	-38.1938386505888	-5.48476525452505
LGR6	-	-	-	-	NA	classA	35.1499840451432	5.18983317039772
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-12.0387960277241	-33.9690517580681
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-37.95694463198	-6.02228010619307
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-11.0316743656104	-33.9520266884499
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-6.52254671547333	-35.8926167146023
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	-10.7462686088876	-30.3212230244664
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-11.4766538782344	-30.7690278545781
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	27.8862735962499	-8.12710810831902
ADGRF1	-	-	-	-	NA	classB	-9.96852003297672	-30.4425162042662
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-37.476737642318	-5.44390990589788
LGR5	-	-	-	-	NA	classA	19.9661849412469	-22.5575366449625
ADGRE1	-	-	-	-	NA	classB	-9.91068205423413	-31.7575635772368
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-11.9369241729899	-31.7005012999415
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	35.1485143787869	5.18975697468594
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-10.7060842506546	-32.1930738061022
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-5.65131247078431	-33.880653589584
TAS1R3	-	-	-	-	NA	classC	-6.23578368442826	-34.3073630569565
TAS1R1	-	-	-	-	NA	classC	-6.05349053051445	-34.9456032520452
TAS1R2	-	-	-	-	NA	classC	20.4326733987617	-21.8880290737065
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	20.1211317742108	-21.7146429307281
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	25.9680153806766	6.52745746903304
GPR156	-	-	-	-	NA	classC	29.0806137240353	-8.21512248895523
ADGRG7	-	-	-	-	NA	classB	29.7133021049323	-19.3177142938404
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-34.5238158504325	-11.5715997704824
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-32.6960023919456	-4.73482681584042
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	-32.6785216411083	-4.72728103026738
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	24.9420007970739	6.87419547283874
GPR149	-	-	-	-	NA	classA	30.1586885551257	-7.0250078479192
ADGRF2	-	-	-	-	NA	classB	29.9916429861199	-20.2598287900986
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-33.8352958413962	-11.5792807154828
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	29.7222184954445	-7.46139972688617
ADGRF4	-	-	-	-	NA	classB	-33.7786291364166	-11.1039321442672
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	30.8611323827059	-24.7454686755087
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	32.4447683014074	-4.50174601995783
ADGRG1	Coupled	-	-	-	Adhesion Class GPCRs	classB	27.289781246599	-11.2408659880637
ADGRL4	-	-	-	-	NA	classB	29.7931936736393	-21.3888519440833
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	27.1328343623401	-11.7877074486012
ADGRE3	-	-	-	-	NA	classB	32.6711365985215	-24.9832654195766
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-5.08985323312483	-21.7634012795175
GPR50	-	-	-	-	NA	classA	6.26906974101165	33.3218491148534
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	23.406174612077	7.24168903999658
GPR153	-	-	-	-	NA	classA	18.8852506322867	4.05887763692773
GPR107	-	-	-	-	NA	Other	-23.7761055096369	-22.050890744415
PTH1R	Coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	32.6237853743385	-22.3443625269969
FZD9	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-17.4721520120114	36.3004061693003
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	23.5520324347995	7.21506742262319
GPR162	-	-	-	-	NA	classA	31.8737067262108	-22.9555351615813
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	31.961493749222	-21.8032703802656
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	33.5703206482967	-23.8143212703626
FZD7	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-0.580316565741366	10.8796734398896
ADRA1D	Coupled	Coupled	-	-	Adrenoceptors	classA	33.5532307933022	-23.1927025694302
FZD2	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	28.5016999801549	-17.1650672997419
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-22.7253707056415	-25.1015799472443
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-24.6273583476671	-21.767110102072
PTH2R	-	Coupled	-	-	NA	classB	33.2469195495297	-3.5991816475556
ADGRG3	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-2.82275839288966	17.4068021185403
GPR75	Coupled	-	-	-	Class A Orphans	classA	33.8058856059398	-21.8428268167784
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-17.4195134894734	35.3326877873572
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	2.43032348918732	12.7714116371854
GPR161	-	-	-	-	NA	classA	33.4466819419903	-3.37598233533613
ADGRG5	-	-	-	-	NA	classB	5.54459271628557	32.7299449314365
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-1.8146237595007	10.9991190490682
ADRA1B	Coupled	Coupled	-	-	Adrenoceptors	classA	1.51047008529344	20.4678221294983
GPR176	-	-	-	-	NA	classA	-4.59179303594622	-19.934367759429
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	-2.29543478655839	23.21656490369
GPR135	-	-	-	-	NA	classA	8.03528493729671	-21.397406153758
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-16.6414750161106	34.7041560453034
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-6.79385174359134	1.82446884822528
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	-4.42632129923753	12.5558293548816
HTR2B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	9.00400241809961	30.4594582027784
GPR37L1	Not-coupled	-	-	-	Class A Orphans	classA	-18.8455919661529	35.6971551286657
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-3.36594355539888	12.9341074583583
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	-5.52098679550933	24.6280521235438
OPN4	Coupled	-	-	-	Class A Orphans	classA	-24.8690214685866	-23.8020121112242
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-6.28339848880496	6.48716319859959
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-1.43048252524872	7.12702025657905
ADRB1	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	-28.0704485021673	-21.4341918433667
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-17.9119784156341	15.9346922216101
