Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-36.3599790770802	11.4856056364471
LGR6	-	-	-	-	NA	classA	12.7586048264099	-29.7621059282649
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	24.3370524288218	-34.4273803710833
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-36.8216763067832	12.5741178081924
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	23.5786817130009	-34.6451220419662
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	16.6753319976152	-31.3955150766366
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	22.8621952479314	-31.1985846198338
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	23.7782819100723	-32.1602338966291
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	15.2679852020292	-31.2220866788041
ADGRF1	-	-	-	-	NA	classB	22.9378786323888	-32.0525557783603
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-37.1355875769104	11.9779207587265
LGR5	-	-	-	-	NA	classA	8.56327360622423	-41.8775627101531
ADGRE1	-	-	-	-	NA	classB	20.2980194360049	-32.2098777005677
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	24.5740167386237	-30.8603487425529
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	15.8108085818582	-28.4743121524609
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	19.8786339286153	-32.7031415755816
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	18.4994299546123	-27.0885953872399
TAS1R3	-	-	-	-	NA	classC	17.9420216764457	-28.1133550025747
TAS1R1	-	-	-	-	NA	classC	18.6273543258913	-28.7619065396477
TAS1R2	-	-	-	-	NA	classC	9.26849235201411	-41.9333985206631
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	9.40116250357446	-41.0408805358559
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	10.6586524374452	-19.1272516981155
GPR156	-	-	-	-	NA	classC	12.8101555928137	-35.0015588043352
ADGRG7	-	-	-	-	NA	classB	-3.28092667965193	-27.9977167279788
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-29.898680349222	5.8750392247979
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	-33.4667661663091	8.38540486823343
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	-32.9144237740134	7.91732185091169
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	9.53514670793194	-17.8798480512808
GPR149	-	-	-	-	NA	classA	11.0295979501994	-32.0953592033754
ADGRF2	-	-	-	-	NA	classB	-6.06115562194448	-29.5216675716204
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-31.0678424187109	6.52263053624091
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	10.6506397365842	-32.4103137855736
ADGRF4	-	-	-	-	NA	classB	-30.7506853165823	5.66975061794934
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	-0.443564471718736	-33.8346742877408
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	8.2444983333776	-27.5063249737974
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	11.5600928596085	-36.5096677631703
ADGRL4	-	-	-	-	NA	classB	-7.16968119268626	-29.7516807493852
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	10.9460454018724	-37.5747385244939
ADGRE3	-	-	-	-	NA	classB	-1.63578394642255	-32.6938442390608
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-10.500869901717	-31.6512132051159
GPR50	-	-	-	-	NA	classA	-7.7048179683212	-22.3720873316641
GPR37	Coupled	-	-	-	Class A Orphans	classA	7.32005752203497	-20.9406094837886
GPR153	-	-	-	-	NA	classA	-12.8902439509006	-26.9093278306392
GPR107	-	-	-	-	NA	Other	-14.856258962231	-26.6146543608379
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	-3.49618234304151	-32.1453102743046
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-26.6305830719842	-11.3719386009461
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	7.3603015822643	-20.4219211269986
GPR162	-	-	-	-	NA	classA	-3.5936479722409	-30.6208775079219
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	-4.94851657960829	-31.1782875278732
