Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.821842557555079	1.97916509960909
LGR6	-	-	-	-	NA	classA	11.3275379014082	-3.99793518108633
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-7.16497749075219	-9.59425472062378
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.674021071451141	2.10932874667088
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	-7.20589542379077	-9.57352660376165
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	-7.21437312922323	-9.50781623248519
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	-7.2180826011269	-9.64838164218779
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-7.17944604169387	-9.63770746343411
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	11.437204897039	-3.91556299251577
ADGRF1	-	-	-	-	NA	classB	-7.16990627376201	-9.58456644971969
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.743157945634408	1.99846708783243
LGR5	-	-	-	-	NA	classA	11.2814371773135	-4.05252693054521
ADGRE1	-	-	-	-	NA	classB	-7.07892214008829	-9.71709742127937
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	-7.06215335113383	-9.74743397930234
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	11.3007259359556	-3.91044945776574
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-7.23167898078599	-9.56905682072914
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-7.16474431428037	-9.56363378630416
TAS1R3	-	-	-	-	NA	classC	-7.33548217316966	-9.48804553812238
TAS1R1	-	-	-	-	NA	classC	-7.24923176777934	-9.64167752834346
TAS1R2	-	-	-	-	NA	classC	11.1767351979418	-4.15627778544953
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	11.1618773570033	-4.17529337454285
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	4.08867171706505	-0.765011626901347
GPR156	-	-	-	-	NA	classC	11.3485324130863	-4.0301564645813
ADGRG7	-	-	-	-	NA	classB	4.60540598782187	-1.30063655957456
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.866327332637161	1.92681103279931
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.846958960208734	1.97753497600112
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.783910709333038	1.92573694121423
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	3.93010661867956	-0.611976307117754
GPR149	-	-	-	-	NA	classA	11.3549499622492	-3.98871435548284
ADGRF2	-	-	-	-	NA	classB	4.9172733487931	-1.61022148693927
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.848141538671851	2.0125604061547
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	11.4583839131579	-3.88132423304052
ADGRF4	-	-	-	-	NA	classB	0.808492361623962	1.97252022904744
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	5.40425064099289	-2.08288082977027
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	11.4117963211674	-3.97726258482427
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	11.2370052366624	-3.97278197769746
ADGRL4	-	-	-	-	NA	classB	5.15895525563502	-1.84522444276846
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	11.1474399832675	-4.17611691055607
ADGRE3	-	-	-	-	NA	classB	5.35695334885904	-2.03613560180148
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	3.38013680008042	0.62132233909538
GPR50	-	-	-	-	NA	classA	3.03949125631644	0.0229735372728418
GPR37	Coupled	-	-	-	Class A Orphans	classA	3.82994797931248	-0.51727804525918
GPR153	-	-	-	-	NA	classA	4.15207505746662	-0.881073879476587
GPR107	-	-	-	-	NA	Other	9.83394431691652	-4.95946842771339
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	5.31138884353855	-1.9902635272897
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	5.86405637295784	1.76526532860207
CHRM3	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	3.85273536967203	-0.550424007339827
GPR162	-	-	-	-	NA	classA	5.39584897538062	-2.07505325857528
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	5.46275013561696	-2.14220443665999
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	5.48262072228016	-2.16045005473363
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	5.4214180002364	1.89950427071976
ADRA1D	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	5.51598429621484	-2.1939417633858
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	4.5737276056566	-1.27516121138889
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	9.80944739215733	-4.97332963245517
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	9.75459931786129	-5.16744915494572
PTH2R	-	Coupled	-	-	NA	classB	11.3629140673496	-4.00827151727936
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	3.23246094374294	0.175033430008759
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	5.57151615428783	-2.24987156871738
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	6.02691070689856	1.81444533818334
CHRM5	Not-coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	3.36922790930725	0.316137344851519
GPR161	-	-	-	-	NA	classA	11.3131113993946	-4.03402674696572
ADGRG5	-	-	-	-	NA	classB	-0.748211249955198	-0.440515129047345
NPFFR2	Coupled	Coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	5.53624477261867	1.90971178980342
ADRA1B	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	2.90499229466614	0.145837312808747
GPR176	-	-	-	-	NA	classA	3.11025864642471	0.530829517707326
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	3.14359326296621	0.377875699338305
GPR135	-	-	-	-	NA	classA	2.74267294032356	-1.03786085392255
PTGER4	Coupled	Coupled	Coupled	-	Prostanoid receptors	classA	5.85081119163197	1.82411572686291
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-4.55228287503431	2.24349461735764
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	5.77795148486233	1.91448166100135
HTR2B	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	2.66398076954663	0.012700190301706
GPR37L1	Coupled	-	-	-	Class A Orphans	classA	6.15865106076421	1.94218822597516
CHRM4	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.69571005452642	1.76560164593868
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	3.33406337954216	0.487786492596802
OPN4	Coupled	-	-	-	Class A Orphans	classA	10.1052271760044	-5.07004295877309
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	5.61900491185085	2.11550839967917
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	6.02883263605375	2.26484869227718
ADRB1	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	9.91371707335238	-5.29867952985108
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	2.71824470469576	1.00426392264186
CNR1	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	5.69092900132179	1.79368570317005
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-4.07809970018509	2.11569644476515
GPR152	-	-	-	-	NA	classA	-4.5731777241635	2.23085298174055
RXFP3	Coupled	-	-	-	Relaxin family peptide receptors	classA	10.1012535784384	-5.13016869154598
ADCYAP1R1	Not-coupled	Not-coupled	-	-	VIP and PACAP receptors	classB	10.1365844090849	-5.07742495299217
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	5.61700438155613	1.89785817195177
ADRA1A	Not-coupled	Not-coupled	Not-coupled	-	Adrenoceptors	classA	6.1279265573805	1.9020789012832
CHRM2	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-1.16741469670383	-0.510920390477598
TACR3	Not-coupled	Coupled	-	-	Tachykinin receptors	classA	6.11688753500137	1.85515162604647
ADRA2A	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	10.1419158087037	-5.0963503200772
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	2.8442996557304	0.0970316181530196
GPR142	-	-	-	-	NA	classA	6.36687834086317	1.92744460062961
ADRA2C	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	10.0259918816155	-5.2496236493319
CALCRL	-	-	-	-	NA	classB	6.13559648555539	1.95313262937651
CHRM1	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.89211561573936	1.87366105891836
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	10.8457886975998	-4.4672267171597
ADGRE4P	-	-	-	-	NA	classB	10.1437076398552	-5.07155441296679
VIPR1	Coupled	-	Not-coupled	-	VIP and PACAP receptors	classB	-1.74670948679045	-1.50301288240045
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	3.30383564460227	0.583536807970613
GPR61	Not-coupled	-	-	-	Class A Orphans	classA	6.22743493893748	1.84553028595569
ADRA2B	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	-1.24477595336989	-0.595618548229036
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	5.64161190525199	2.20788400935783
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.824052715536371	-0.479780973442359
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	6.72941390302862	2.12328309367013
HRH3	Coupled	Coupled	-	-	Histamine receptors	classA	-1.66434853873968	-0.54096538231865
