Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	0.8171354532241821	0.12742879986763	0.3197598457336426	0.4340246319770813	0.24957939982414246	0.46451714634895325	0.4283326268196106	0.21488957107067108	0.0	0.7660280466079712	0.7196959257125854	0.46554380655288696	0.10784316062927246	0.442198783159256	0.19994011521339417	0.4341432452201843	0.4067826271057129	0.41321033239364624	0.1909446120262146	0.5853806734085083	0.3834579586982727	0.3538035750389099	0.6340689659118652	0.3016432821750641	0.3975478708744049	0.34166938066482544	0.1816929131746292	0.45036080479621887	0.40245312452316284	0.7197349071502686	0.5693788528442383	0.3847757577896118	0.5730839967727661	0.4395419955253601	0.6757622957229614
LGR6	-	-	-	-	NA	classA	0.6926206350326538	0.17526452243328094	0.6092163324356079	0.5766711235046387	0.5128086805343628	0.6882733106613159	0.5585386157035828	0.2592407464981079	0.19259387254714966	0.8492610454559326	0.12468227744102478	0.9497357606887817	1.0	0.3887217044830322	0.5717653036117554	0.18801526725292206	0.31134670972824097	0.5708509683609009	0.3402165174484253	0.3327801525592804	0.39984869956970215	0.47788122296333313	0.5122857689857483	0.4614681005477905	0.42784634232521057	0.7143192887306213	0.5197290778160095	0.36409398913383484	0.45927247405052185	0.5345327854156494	0.47499382495880127	0.1806621551513672	0.3112906217575073	0.5164143443107605	0.48530253767967224
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.7392728924751282	0.046238213777542114	0.2749607563018799	0.6275206804275513	0.47355037927627563	0.38567689061164856	0.43094849586486816	0.3275505304336548	0.032743632793426514	0.7917221784591675	0.4400976300239563	0.40037399530410767	0.1947011649608612	0.4028271734714508	0.6169177889823914	0.0	0.4007120728492737	0.5311464071273804	0.3734337091445923	0.3526989221572876	0.17227402329444885	0.49578970670700073	0.6704679727554321	0.3520480692386627	0.7021337747573853	0.8528795838356018	0.432838499546051	0.1613309383392334	0.1323496699333191	0.40752437710762024	0.614608645439148	0.47090375423431396	0.4170890748500824	0.32050594687461853	1.0
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.6003024578094482	0.01768714189529419	0.36087241768836975	0.8526382446289062	0.6086325645446777	0.8838168382644653	0.3191826045513153	0.5053941011428833	0.5570934414863586	0.36047765612602234	0.57454913854599	0.3723679184913635	0.42234188318252563	0.3898172080516815	0.31966936588287354	0.2032923698425293	0.4991123676300049	0.4447671175003052	0.36490824818611145	0.42854905128479004	0.4448091387748718	0.3700769543647766	0.354495108127594	0.5400174856185913	0.3767186403274536	0.4089244604110718	0.4327481985092163	0.26384732127189636	0.5811909437179565	0.6482439637184143	0.43608415126800537	0.4971693158149719	0.4261106252670288	0.7440863847732544	0.3961314260959625
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	0.6924842000007629	0.17931382358074188	0.6007672548294067	0.5882570147514343	0.5030810832977295	0.6821556091308594	0.5515228509902954	0.25483420491218567	0.2061988115310669	0.8970913887023926	0.0416354238986969	0.9467785954475403	0.9879692792892456	0.29645729064941406	0.471779465675354	0.19193577766418457	0.3804112672805786	0.5616974234580994	0.35025063157081604	0.37833166122436523	0.4606100618839264	0.5247327089309692	0.47402361035346985	0.5156612396240234	0.4349779784679413	0.6693260669708252	0.4834575653076172	0.3718850910663605	0.4309866428375244	0.5545529723167419	0.43995821475982666	0.18486839532852173	0.3428698182106018	0.5137152671813965	0.5160659551620483
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	0.648291826248169	0.03505954146385193	0.3903855085372925	0.7534491419792175	0.6373476982116699	0.9536550045013428	0.3066615164279938	0.4600926637649536	0.5383477210998535	0.21218366920948029	0.5929019451141357	0.37031883001327515	0.4171684980392456	0.3961973190307617	0.25760459899902344	0.24642400443553925	0.5584407448768616	0.441199392080307	0.3351885974407196	0.4021337330341339	0.41939690709114075	0.46394214034080505	0.3936602771282196	0.49574217200279236	0.519895076751709	0.3986983299255371	0.38108551502227783	0.2577008008956909	0.508383572101593	0.7233200073242188	0.5957298874855042	0.6490391492843628	0.5363643169403076	0.6838827133178711	0.32214170694351196
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	0.6197621822357178	0.042601048946380615	0.3189852833747864	0.8874193429946899	0.6843338012695312	1.0	0.2545422613620758	0.5201426148414612	0.5772980451583862	0.38003769516944885	0.7208521962165833	0.25638628005981445	0.34831926226615906	0.3220047950744629	0.14218413829803467	0.3670105040073395	0.6667724847793579	0.5343162417411804	0.10276149213314056	0.3186512589454651	0.5854896306991577	0.5334396362304688	0.7015218734741211	0.2436538189649582	0.3075135052204132	0.48551198840141296	0.3740459084510803	0.27155330777168274	0.43842586874961853	0.4760248064994812	0.4233056306838989	0.21528901159763336	0.5479156970977783	0.4739656448364258	0.44759678840637207
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	0.5977407097816467	0.04751661419868469	0.4021955728530884	0.8979251384735107	0.693047285079956	0.9607702493667603	0.1998281329870224	0.530415415763855	0.6020199060440063	0.29741472005844116	0.6320593357086182	0.34221574664115906	0.42516791820526123	0.431017130613327	0.2412271648645401	0.22649791836738586	0.5675166845321655	0.49615800380706787	0.27060166001319885	0.4540954828262329	0.4895533621311188	0.40762850642204285	0.3115413784980774	0.3677380383014679	0.3976061940193176	0.4359111785888672	0.45207926630973816	0.5108389258384705	0.5356243252754211	0.5004304051399231	0.3984278440475464	0.544988214969635	0.36806559562683105	0.45682984590530396	0.5048946738243103
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.5980261564254761	0.042426347732543945	0.40220046043395996	0.8959324359893799	0.6965358853340149	0.9528049230575562	0.20171236991882324	0.5334736108779907	0.5909014940261841	0.29720938205718994	0.6454018354415894	0.345547080039978	0.436029851436615	0.4494611620903015	0.2756379246711731	0.19148491322994232	0.5645073056221008	0.4873741865158081	0.2722647190093994	0.4504140019416809	0.4920920133590698	0.42834895849227905	0.33117833733558655	0.3746285140514374	0.4124714434146881	0.449917197227478	0.4486401677131653	0.48521941900253296	0.530246376991272	0.4814625680446625	0.4021969139575958	0.5593517422676086	0.4033653438091278	0.4824273884296417	0.5044711828231812
ADGRF1	-	-	-	-	NA	classB	0.7431660294532776	0.08712679147720337	0.2318122386932373	0.6328809261322021	0.40848085284233093	0.42608633637428284	0.4335162043571472	0.18897460401058197	0.02690061926841736	0.9064193964004517	0.4089798629283905	0.39340800046920776	0.07107722759246826	0.3205415606498718	0.4622531533241272	0.252634733915329	0.665918231010437	0.4175867438316345	0.27894312143325806	0.4612112045288086	0.2923542559146881	0.37183845043182373	0.4733109474182129	0.0866146981716156	0.26885873079299927	0.32154738903045654	0.23626406490802765	0.4217626750469208	0.38771891593933105	0.6108248829841614	0.4026415944099426	0.289591908454895	0.3184301257133484	0.6246288418769836	0.6244564056396484
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.5994329452514648	0.05409112572669983	0.39641258120536804	0.8888769149780273	0.6767604351043701	0.9555110931396484	0.20485791563987732	0.5306273102760315	0.6139352917671204	0.3147432208061218	0.6431726217269897	0.3354802131652832	0.41510650515556335	0.41683533787727356	0.23974405229091644	0.25805404782295227	0.5758607983589172	0.49233508110046387	0.2546847462654114	0.4693262577056885	0.5330771207809448	0.413589745759964	0.32616713643074036	0.3353116512298584	0.38235947489738464	0.40688347816467285	0.4663339853286743	0.47688668966293335	0.5406269431114197	0.4839107096195221	0.4055924415588379	0.5674331188201904	0.43503549695014954	0.45664411783218384	0.4990341067314148
LGR5	-	-	-	-	NA	classA	0.6751447916030884	0.22014310956001282	0.5895005464553833	0.632209300994873	0.5289533138275146	0.6742331981658936	0.5688765048980713	0.28549081087112427	0.2426184117794037	0.9681524038314819	0.06553095579147339	1.0	0.9859479665756226	0.3222818970680237	0.4827059805393219	0.23857563734054565	0.2778981328010559	0.5571721792221069	0.2936537265777588	0.36848410964012146	0.4363114833831787	0.46196192502975464	0.5457169413566589	0.402752161026001	0.35767266154289246	0.6768627762794495	0.4899485409259796	0.3339166045188904	0.4100571870803833	0.5442158579826355	0.4524305760860443	0.128993421792984	0.40953415632247925	0.531318187713623	0.5356809496879578
