Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Coupled	-	-	-	Adhesion Class GPCRs	classB	96.73223114013672	37.499603271484375
LGR6	-	-	-	-	NA	Other	66.53559112548828	10.98377799987793
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	63.910743713378906	49.20343017578125
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	28.905176162719727	46.05561828613281
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	62.727745056152344	12.470414161682129
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	47.47179412841797	37.648292541503906
GPRC6A	Coupled	-	-	-	Calcium-sensing receptors	classC	23.653532028198242	45.257652282714844
GRM7	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	21.562440872192383	37.6416130065918
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	21.526613235473633	38.0771598815918
ADGRF1	-	-	-	-	NA	classB	61.52496337890625	52.58071517944336
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	21.48059844970703	37.49053192138672
LGR5	-	-	-	-	NA	Other	58.26231002807617	9.888450622558594
ADGRE1	-	-	-	-	NA	classB	26.069252014160156	52.13306427001953
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	13.43885326385498	40.50917053222656
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	16.190967559814453	38.19562911987305
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	49.71135330200195	51.14179611206055
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	12.170634269714355	40.16639709472656
TAS1R3	-	-	-	-	NA	classC	15.530251502990723	48.014854431152344
TAS1R1	-	-	-	-	NA	classC	2.894977331161499	47.987648010253906
TAS1R2	-	-	-	-	NA	classC	10.469136238098145	47.5499267578125
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	20.289499282836914	54.580413818359375
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	18.803081512451172	51.722434997558594
GPR156	-	-	-	-	NA	classC	157.78492736816406	26.92224884033203
ADGRG7	-	-	-	-	NA	classB	44.24794006347656	55.458587646484375
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	105.71002197265625	47.07968521118164
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	67.12800598144531	9.236642837524414
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	30.36791229248047	7.31751823425293
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	30.374052047729492	8.752474784851074
GPR149	-	-	-	-	NA	Other	139.07122802734375	2.835256576538086
ADGRF2	-	-	-	-	NA	classB	59.09962844848633	58.36835861206055
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	79.95396423339844	48.517398834228516
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	52.152305603027344	10.355177879333496
ADGRF4	-	-	-	-	NA	classB	46.464599609375	58.34676742553711
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	42.093292236328125	9.234699249267578
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	50.09062576293945	48.62827682495117
ADGRG1	Coupled	-	-	-	Adhesion Class GPCRs	classB	83.7928466796875	55.307857513427734
ADGRL4	-	-	-	-	NA	classB	23.325374603271484	59.69163513183594
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	60.31608581542969	50.410240173339844
ADGRE3	-	-	-	-	NA	classB	18.498910903930664	57.974769592285156
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	51.94961929321289	52.117088317871094
GPR50	-	-	-	-	NA	classA	38.22709655761719	-12.760239601135254
GPR37	Not-coupled	-	-	-	Class A Orphans	classA	75.33756256103516	3.885383129119873
GPR153	-	-	-	-	NA	classA	108.2136001586914	-1.315057635307312
GPR107	-	-	-	-	NA	Other	117.22340393066406	35.25431823730469
