Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2
ADGRG2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	64.53968048095703	0.9576111435890198
LGR6	-	-	-	-	NA	Other	36.9766960144043	-1.0024996995925903
ADGRD2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	48.82046127319336	12.682092666625977
GABBR1	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	42.14974594116211	16.378511428833008
LGR4	Not-coupled	-	-	-	Class A Orphans	classA	37.263458251953125	0.5665417313575745
GABBR2	Not-coupled	-	-	-	GABA<sub>B</sub> receptors	classC	42.9116325378418	13.667060852050781
GPRC6A	Not-coupled	-	-	-	Calcium-sensing receptors	classC	34.10688781738281	26.62401008605957
GRM7	Coupled	-	-	-	Metabotropic glutamate receptors	classC	22.1492977142334	24.766494750976562
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	21.490785598754883	24.415401458740234
ADGRF1	-	-	-	-	NA	classB	52.81477355957031	17.418975830078125
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	21.386777877807617	25.31402015686035
LGR5	-	-	-	-	NA	Other	29.946809768676758	5.307422637939453
ADGRE1	-	-	-	-	NA	classB	20.124221801757812	24.068004608154297
GRM3	Coupled	-	-	-	Metabotropic glutamate receptors	classC	18.539215087890625	29.080461502075195
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	18.853992462158203	25.987794876098633
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	47.68339157104492	14.347620010375977
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	16.820362091064453	28.627166748046875
TAS1R3	-	-	-	-	NA	classC	32.4139518737793	27.371253967285156
TAS1R1	-	-	-	-	NA	classC	24.439760208129883	30.262208938598633
TAS1R2	-	-	-	-	NA	classC	26.73501205444336	32.39178466796875
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	23.10414695739746	22.396005630493164
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	16.975549697875977	23.18123435974121
GPR156	-	-	-	-	NA	classC	107.01248168945312	-17.917226791381836
ADGRG7	-	-	-	-	NA	classB	45.968902587890625	17.716110229492188
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	79.83557891845703	-3.4225146770477295
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	38.61057662963867	-0.29589366912841797
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	21.583843231201172	8.894388198852539
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	19.9648494720459	10.44311237335205
GPR149	-	-	-	-	NA	Other	90.82762145996094	-24.010236740112305
ADGRF2	-	-	-	-	NA	classB	63.57904815673828	15.611541748046875
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	64.09912872314453	1.6211472749710083
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	29.96358871459961	3.4950485229492188
ADGRF4	-	-	-	-	NA	classB	50.78733444213867	17.301498413085938
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	23.708120346069336	4.619056224822998
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	42.21632385253906	5.717909336090088
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	68.34618377685547	11.181732177734375
ADGRL4	-	-	-	-	NA	classB	28.355201721191406	27.248319625854492
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	49.738765716552734	8.948692321777344
ADGRE3	-	-	-	-	NA	classB	18.172475814819336	24.691070556640625
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	50.80189895629883	6.654945373535156
GPR50	-	-	-	-	NA	classA	-10.089103698730469	-11.193131446838379
GPR37	Coupled	-	-	-	Class A Orphans	classA	49.97146224975586	-23.1735897064209
GPR153	-	-	-	-	NA	classA	72.41124725341797	-18.30561065673828
GPR107	-	-	-	-	NA	Other	79.02516174316406	7.50250244140625
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	36.124141693115234	2.886526584625244
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	46.84668731689453	11.892772674560547
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	27.41384506225586	-26.129337310791016
GPR162	-	-	-	-	NA	classA	72.58990478515625	-17.430801391601562
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	39.17488479614258	13.079553604125977
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	45.93300247192383	14.1701021194458
FZD7	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	40.97344970703125	15.541532516479492
ADRA1D	Not-coupled	-	-	-	Adrenoceptors	classA	20.273561477661133	-25.398876190185547
FZD2	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	38.87446594238281	16.512168884277344
ADGRA1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	77.97176361083984	-13.281783103942871
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	34.922000885009766	5.33175802230835
PTH2R	-	-	-	-	NA	classB	32.074951171875	7.2958903312683105
ADGRG3	Coupled	-	-	-	Adhesion Class GPCRs	classB	40.58736801147461	19.61579704284668
GPR75	Not-coupled	-	-	-	Class A Orphans	classA	39.8422966003418	-15.289380073547363
FZD4	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	37.204856872558594	19.083921432495117
CHRM5	Not-coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	24.421913146972656	-24.871257781982422
GPR161	-	-	-	-	NA	classA	29.918107986450195	-18.36812973022461
ADGRG5	-	-	-	-	NA	classB	33.30073547363281	21.806249618530273
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	20.02155876159668	-22.107614517211914
ADRA1B	Not-coupled	-	-	-	Adrenoceptors	classA	18.09281349182129	-24.686420440673828
GPR176	-	-	-	-	NA	classA	34.44440841674805	-15.658379554748535
GPR101	Not-coupled	-	-	-	Class A Orphans	classA	0.055856578052043915	-15.320215225219727
GPR135	-	-	-	-	NA	classA	21.665573120117188	-23.1566162109375
PTGER4	Coupled	-	Not-coupled	-	Prostanoid receptors	classA	16.93848991394043	-13.36966609954834
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	19.082595825195312	-21.31232452392578
C3AR1	Not-coupled	-	-	-	Complement peptide receptors	classA	20.86916732788086	-20.570158004760742
HTR2B	Not-coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	15.480926513671875	-17.9996395111084
GPR37L1	Coupled	-	-	-	Class A Orphans	classA	27.48694610595703	-13.368488311767578
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.707550048828125	-20.71127700805664
HTR7	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	10.691232681274414	-20.963411331176758
OPN4	Coupled	-	-	-	Class A Orphans	classA	11.717634201049805	-15.756574630737305
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	12.375223159790039	13.776247024536133
DRD5	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	18.27338981628418	-17.738584518432617
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.49661606550216675	-19.190425872802734
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	17.737022399902344	17.514402389526367
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	28.023658752441406	-11.125511169433594
HTR2A	Coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	12.033435821533203	-19.24229621887207
GPR152	-	-	-	-	NA	classA	2.7637522220611572	-9.291030883789062
RXFP3	Coupled	-	-	-	Relaxin family peptide receptors	classA	10.005573272705078	-16.99292755126953
ADCYAP1R1	Not-coupled	-	-	-	VIP and PACAP receptors	classB	4.147895336151123	19.65198516845703
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	14.037721633911133	14.103286743164062
ADRA1A	Not-coupled	-	Not-coupled	-	Adrenoceptors	classA	5.7354416847229	-17.901046752929688
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	8.39747142791748	-21.994630813598633
TACR3	Not-coupled	-	-	-	Tachykinin receptors	classA	2.827239990234375	-16.32071304321289
ADRA2A	Coupled	-	Coupled	-	Adrenoceptors	classA	15.511066436767578	-26.593420028686523
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	9.357037544250488	17.181320190429688
GPR142	-	-	-	-	NA	classA	36.547977447509766	-16.61860466003418
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	4.103114128112793	-23.564485549926758
CALCRL	-	-	-	-	NA	classB	21.149431228637695	19.04731559753418
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.7696794867515564	-21.47169303894043
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	8.04938793182373	-15.36117172241211
ADGRE4P	-	-	-	-	NA	classB	0.33317771553993225	30.78531265258789
VIPR1	Coupled	-	Coupled	-	VIP and PACAP receptors	classB	6.758711338043213	15.729878425598145
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	3.790125846862793	-9.508909225463867
GPR61	Not-coupled	-	-	-	Class A Orphans	classA	2.3980231285095215	-16.613229751586914
ADRA2B	Coupled	-	Coupled	-	Adrenoceptors	classA	12.644547462463379	-24.64777946472168
CCKBR	Not-coupled	-	-	-	Cholecystokinin receptors	classA	-4.047704219818115	-20.804243087768555
DRD1	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	11.276363372802734	-16.200681686401367
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	9.223715782165527	-15.755392074584961
HRH3	Coupled	-	-	-	Histamine receptors	classA	6.172049045562744	-19.951107025146484
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-2.054898262023926	-15.858555793762207
