GPCR_name	GNA11	GNA12	GNA13	GNA14	GNA15	GNAI1	GNAI2	GNAI3	GNAL	GNAO1	GNAQ	GNAS	GNAZ	GPCR_class
ACKR1	0.10105557831415939	0.10102842577677246	0.1010007121987929	0.10081289305665127	0.10648850794690073	0.10399948597677725	0.09999198522683458	0.10016115900634631	0.10063540853116741	0.10357173829808757	0.1010374804341383	0.10031723560266544	0.10070371666487084	classA
ACKR2	0.17202984948352998	0.10057119089089854	0.13926304993171912	0.16156301760431802	0.5111100167741799	8.647042523722003	4.299525479578421	9.017627902679552	0.2050395937940112	14.432500250720647	0.12131222392168133	0.2703213915929527	7.56793646793386	classA
ACKR3	0.10060200361507132	0.1004686326860057	0.11315440862388816	0.1006973729990237	0.1018910071773732	0.10746843753994766	0.11678645301733456	0.12908218500847407	0.10068206139555745	0.15601143128357542	0.10013415058945943	0.10106573118779867	0.12197824274049268	classA
ACKR4	0.10472105653480236	0.10491460166720742	0.12507299742286648	0.10336390106832936	0.9882230452148777	71.52951384787892	62.48510247477953	67.490175975333	0.10724450855535977	61.30872944881089	0.1497419394829585	0.10160885169968122	51.373300352597276	classA
ADCYAP1R1	6.212736382056737	20.860661198572107	7.999999999999999	5.912130514220202	68.99999999999999	64.14523944279097	66.23951786476792	41.427430121430845	61.06593716285469	4.0	18.999999999999996	100.0	40.75996324586763	classB1
ADGRA1	0.6109610356903296	0.10060457176817128	0.10117467519388859	0.8337652650864421	0.3159761426643648	0.28770895564892557	0.2407539596514116	0.2552634418493026	0.10437234556450237	0.3169711794541594	0.10115153038858017	0.1076425780982225	0.8780984049659147	classB2
ADGRA2	0.10087557596999122	0.1	0.1	0.10041488456011567	0.1	0.1	0.13208160498723237	0.13424106879582337	0.1010668824659985	0.16789075662510833	0.1	0.1	0.614117733492435	classB2
ADGRA3	0.1000084683606405	0.1	0.1	0.10012148044826781	0.1	0.1	0.14452232443362098	0.14341875857041755	0.10039599201436764	0.12923436525332765	0.1	0.1	0.21342030319804595	classB2
ADGRB1	0.10092436244738358	0.909731141987409	0.105330503248632	0.1013535141871988	0.2661823427440884	3.8631746418270296	4.027770805828213	2.9658582146819317	0.10092950142556356	5.810283850484857	0.10062445646242596	0.10113773210672773	2.421243889736163	classB2
ADGRB2	0.12161927840975394	0.10795366663085304	0.10146010872471925	0.10124810160726999	0.3284420016088131	3.049441637688902	5.264621108497585	1.7907878057325624	0.1009388242829766	8.855659743513817	0.12410678861046753	0.1003973010112272	1.9778626663208165	classB2
ADGRB3	0.10240614738209869	0.1000783425355298	0.10097692811793349	0.10148017644518183	0.1967037468679158	0.8509510239647736	0.8429566206033583	0.7480618679910296	0.10097572243085318	1.7522876100469726	0.11726050471388848	0.1010040252279093	0.26691669992307204	classB2
ADGRD1	0.2894569038289809	0.1	0.1	0.24233098679741238	0.1	0.1	1.2700145632541497	0.7141071584447871	5.956248333075559	0.8893155837541202	0.1	0.1	2.578538116716543	classB2
ADGRD2	0.3762763267815785	0.1	0.1	7.565553119352154	0.1	0.1	1.3943813099599267	2.3582987830404	6.434712366195889	2.1640275001488845	0.1	0.1	3.649389480089576	classB2
ADGRE1	0.11609056492705254	6.487438155199128	5.6280999329285315	0.10732723036589141	7.805915904411702	56.85249602672388	56.008300120228554	62.22680443475924	0.10543190346457504	63.64885117640005	0.11595785669466932	0.10098492482075126	37.30875204094703	classB2
ADGRE2	0.13501082477385978	24.27312190687632	1.359182172519296	0.2248875882565775	0.38321458723672097	49.003008067678195	44.24918298072193	57.06926169325655	0.11453516897800824	46.270270474681304	0.14141765628561656	0.1295274241918181	18.836495031234133	classB2
ADGRE3	0.10617308760820965	0.2957417884908674	0.8554655068596028	0.10528526549703253	0.5123560492621912	53.81261230612087	59.62392288593311	64.91993090003214	0.17481588399972747	23.48418328375561	0.10317097939558867	0.14227143641912843	20.971075449192384	classB2
